Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,Interview prediction
890,Providence College,2.7,Bachelors,Chicago,N/A,1,1,0,4,Senior SWE,11/18,12/18,Bus Driver,5/16,5/21,Junior SWE,9/13,9/20,5.28,0
891,Bentley University,1.6,Phd,Miami,N/A,0,0,1,1,Data scientist,12/21,1/22,Chef,5/22,6/22,Chef,10/16,10/17,6.93,0
892,Columbia University,2.7,Phd,Providence,N/A,N/A,0,0,3,ML Engineer,12/13,12/22,Junior SWE,2/18,2/21,Lawyer,10/23,11/23,5.93,0
893,Bentley University,3.6,Phd,Washington D.C.,M,0,1,0,3,Junior SWE,5/19,5/21,N/A,N/A,N/A,N/A,N/A,N/A,9.14,0
894,Rhode Island School of Design,2.7,Bachelors,Detroit,N/A,1,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.85,0
895,Colgate University,2.8,Phd,Detroit,F,1,0,N/A,3,Bus Driver,6/10,6/12,Senior SWE,2/16,5/16,Data scientist,1/13,1/21,7.29,0
896,SUNY New Paltz,3.3,Bachelors,Los Angeles,N/A,1,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.61,0
897,Columbia University,2.9,Bachelors,Miami,F,0,0,1,2,Junior SWE,8/21,8/22,ML Engineer,3/19,3/22,N/A,N/A,N/A,8.54,0
898,Colgate University,1.6,Bachelors,Providence,F,1,1,N/A,3,Junior SWE,10/11,10/21,N/A,N/A,N/A,N/A,N/A,N/A,8.12,0
899,Colgate University,4.0,Masters,Los Angeles,F,N/A,0,0,3,Senior SWE,9/23,11/23,Bus Driver,12/20,12/22,Bus Driver,4/15,4/21,2.35,0
900,Providence College,3.1,Phd,Providence,F,N/A,1,N/A,4,Senior SWE,9/16,9/17,Chef,9/13,9/22,Chef,11/15,11/20,1.06,1
901,Providence College,4.0,Phd,Providence,M,N/A,0,1,3,Data scientist,11/19,11/20,Bus Driver,4/23,6/23,Chef,3/15,3/22,7.24,0
902,Rhode Island School of Design,3.8,Masters,Boston,F,1,1,0,4,Bus Driver,11/11,11/16,N/A,N/A,N/A,N/A,N/A,N/A,2.46,0
903,Colgate University,2.9,Phd,Washington D.C.,N/A,0,0,0,4,Bus Driver,1/10,1/21,Data scientist,6/15,6/18,Chef,7/13,7/18,7.58,0
904,Columbia University,1.5,Masters,Chicago,M,1,1,N/A,4,Lawyer,3/13,9/13,Lawyer,6/11,6/18,ML Engineer,5/18,5/19,4.27,0
905,Providence College,3.7,Masters,Providence,M,0,0,1,2,Lawyer,10/11,10/17,Senior SWE,8/13,8/15,Chef,8/10,8/18,7.52,0
906,SUNY Binghamton University,3.1,Bachelors,New York City,F,N/A,0,N/A,0,Data scientist,10/21,12/21,Junior SWE,11/12,11/15,ML Engineer,6/11,6/13,5.48,0
907,Columbia University,2.2,Phd,Chicago,N/A,1,0,1,4,Data scientist,11/10,11/12,ML Engineer,5/17,5/18,Data scientist,5/18,9/18,0.07,0
908,Colgate University,2.0,Masters,Providence,N/A,N/A,1,0,3,Junior SWE,11/12,11/14,ML Engineer,1/23,3/23,ML Engineer,1/18,1/20,2.08,0
909,Rhode Island School of Design,3.9,Masters,Los Angeles,M,N/A,0,N/A,1,Bus Driver,6/16,N/A,Chef,12/13,12/14,Lawyer,4/12,4/19,5.54,0
910,Brown University,3.4,Masters,Washington D.C.,N/A,0,0,0,0,Senior SWE,4/13,4/16,N/A,N/A,N/A,N/A,N/A,N/A,6.86,0
911,Columbia University,1.9,Masters,Chicago,F,0,1,1,1,Data scientist,2/22,N/A,Senior SWE,8/20,8/21,ML Engineer,3/21,6/21,1.79,0
912,SUNY New Paltz,1.6,Bachelors,Providence,N/A,1,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.3,0
913,SUNY Binghamton University,3.9,Phd,Miami,M,N/A,1,0,4,Senior SWE,10/23,11/23,Lawyer,5/21,5/22,Data scientist,8/15,12/15,2.39,0
914,SUNY Binghamton University,4.0,Masters,Washington D.C.,N/A,0,0,0,3,ML Engineer,10/17,N/A,Chef,8/10,8/20,Bus Driver,1/12,1/22,1.92,0
915,Rhode Island School of Design,1.9,Phd,Boston,F,N/A,1,N/A,2,Data scientist,1/19,1/20,Senior SWE,8/18,8/20,Lawyer,4/22,10/22,5.7,1
916,SUNY Binghamton University,2.5,Masters,Washington D.C.,F,N/A,0,0,2,Chef,7/12,7/13,ML Engineer,9/22,12/22,Bus Driver,9/19,9/20,1.36,0
917,Brown University,2.8,Masters,Detroit,F,0,1,N/A,0,Lawyer,10/21,10/22,Bus Driver,8/15,8/20,Junior SWE,3/11,3/17,1.93,0
918,Brown University,3.4,Masters,Boston,F,N/A,1,0,2,Data scientist,9/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A,9.23,0
919,Providence College,2.8,Bachelors,Miami,F,1,0,0,2,Data scientist,2/22,12/22,Data scientist,3/20,3/21,Senior SWE,6/16,6/19,7.9,0
920,Columbia University,2.0,Bachelors,Washington D.C.,M,N/A,1,N/A,4,Lawyer,5/17,5/19,Bus Driver,2/16,2/18,Chef,9/20,9/21,2.95,0
921,SUNY New Paltz,2.5,Bachelors,Washington D.C.,M,0,1,1,1,Chef,7/23,9/23,Chef,8/20,8/21,ML Engineer,6/13,6/18,3.78,0
922,Rhode Island School of Design,2.8,Masters,Chicago,F,1,0,1,1,Junior SWE,2/17,2/20,Junior SWE,11/23,12/23,N/A,N/A,N/A,1.44,0
923,SUNY New Paltz,1.3,Masters,Detroit,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.59,1
924,Columbia University,2.6,Phd,Detroit,N/A,1,1,0,3,Chef,11/15,N/A,ML Engineer,10/21,12/21,Lawyer,9/19,9/20,8.11,0
925,Brown University,2.5,Phd,Boston,N/A,N/A,0,N/A,4,Lawyer,7/19,7/21,Chef,1/19,1/21,Lawyer,12/19,12/20,9.69,0
926,Bentley University,4.0,Bachelors,Detroit,F,N/A,0,1,1,Senior SWE,4/17,N/A,ML Engineer,2/20,2/22,N/A,N/A,N/A,8.46,0
927,Colgate University,2.9,Bachelors,Miami,M,0,0,1,2,Senior SWE,4/11,4/17,Lawyer,9/18,9/19,Chef,11/23,12/23,2.9,0
928,Rhode Island School of Design,1.8,Phd,Boston,N/A,0,0,1,2,Senior SWE,8/23,12/23,Chef,4/19,4/22,Chef,9/19,9/21,7.54,0
929,Colgate University,2.0,Phd,Miami,M,N/A,0,N/A,0,Senior SWE,10/23,11/23,Data scientist,12/11,12/20,ML Engineer,3/13,3/21,4.44,0
930,SUNY Binghamton University,2.2,Phd,Boston,N/A,1,1,N/A,2,Senior SWE,5/13,5/18,Senior SWE,12/13,12/20,Bus Driver,6/12,6/15,1.94,0
931,Providence College,1.2,Phd,Boston,M,N/A,0,1,2,Data scientist,5/12,5/13,Junior SWE,7/10,7/18,Bus Driver,7/16,7/18,1.49,0
932,SUNY New Paltz,3.0,Bachelors,Los Angeles,N/A,0,1,1,0,Lawyer,2/11,2/18,Bus Driver,1/23,8/23,Data scientist,6/13,6/15,0.22,0
933,Brown University,1.6,Phd,Detroit,N/A,0,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.8,0
934,Columbia University,2.6,Phd,Washington D.C.,M,0,0,1,2,Data scientist,8/22,11/22,Bus Driver,2/13,2/19,Data scientist,3/21,3/22,5.35,0
935,Providence College,2.4,Masters,Boston,N/A,N/A,0,N/A,4,Junior SWE,2/23,4/23,Data scientist,11/13,11/22,Data scientist,5/10,8/10,8.69,0
936,Providence College,2.8,Phd,Los Angeles,N/A,1,1,N/A,4,Chef,6/12,6/19,Bus Driver,7/15,7/17,Chef,2/19,2/21,6.12,0
937,Providence College,2.5,Phd,Miami,N/A,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.07,0
938,Colgate University,1.5,Bachelors,Washington D.C.,N/A,0,0,1,4,Senior SWE,1/16,1/18,Chef,11/20,11/21,Bus Driver,10/19,10/22,0.71,0
939,Columbia University,2.7,Bachelors,Miami,M,N/A,1,1,1,Senior SWE,10/16,10/19,Chef,7/10,7/18,N/A,N/A,N/A,7.87,0
940,SUNY New Paltz,2.1,Phd,Chicago,M,0,1,0,0,Junior SWE,9/23,10/23,Bus Driver,5/14,7/14,Senior SWE,3/13,3/14,5.14,0
941,SUNY New Paltz,3.9,Masters,Miami,F,0,1,1,1,Junior SWE,4/19,5/19,Lawyer,11/22,12/22,Data scientist,8/10,8/11,0.65,0
942,Rhode Island School of Design,1.2,Phd,Chicago,F,0,0,0,2,Chef,3/21,3/22,Senior SWE,8/20,10/20,Bus Driver,5/18,5/21,1.21,0
943,Providence College,2.3,Masters,Providence,M,N/A,1,1,3,Bus Driver,3/14,3/19,N/A,N/A,N/A,N/A,N/A,N/A,3.96,0
944,Bentley University,4.0,Bachelors,Washington D.C.,N/A,0,0,0,0,Bus Driver,5/19,5/22,Chef,5/23,10/23,Senior SWE,7/16,7/22,6.43,0
945,Brown University,3.4,Bachelors,Detroit,N/A,1,0,1,0,Junior SWE,10/11,10/22,N/A,N/A,N/A,N/A,N/A,N/A,1.18,0
946,Brown University,1.5,Masters,Los Angeles,M,N/A,0,1,2,Lawyer,1/10,1/12,ML Engineer,9/21,9/22,Data scientist,3/17,3/21,9.84,0
947,Bentley University,2.4,Bachelors,Providence,M,1,1,0,1,Data scientist,1/16,1/19,N/A,N/A,N/A,N/A,N/A,N/A,1.84,0
948,SUNY Binghamton University,3.5,Masters,Miami,N/A,N/A,1,N/A,4,Senior SWE,4/17,4/19,N/A,N/A,N/A,N/A,N/A,N/A,2.32,0
949,Providence College,2.4,Masters,Washington D.C.,N/A,N/A,1,1,3,ML Engineer,9/12,N/A,Chef,4/13,4/16,N/A,N/A,N/A,2.46,0
950,SUNY New Paltz,3.1,Bachelors,Boston,F,0,0,N/A,3,Senior SWE,9/12,N/A,Senior SWE,5/20,5/21,ML Engineer,10/20,10/22,1.83,1
951,SUNY New Paltz,1.6,Phd,Chicago,M,1,0,0,3,Lawyer,4/14,4/16,Data scientist,11/23,12/23,Lawyer,4/23,6/23,3.9,0
952,SUNY Binghamton University,2.0,Masters,Miami,F,0,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.38,0
953,Colgate University,3.4,Bachelors,Washington D.C.,N/A,1,1,0,2,Data scientist,4/17,4/20,Bus Driver,5/10,5/18,N/A,N/A,N/A,7.57,0
954,Providence College,1.9,Bachelors,Los Angeles,M,1,1,0,3,Lawyer,10/13,10/14,Senior SWE,5/22,7/22,Senior SWE,9/12,9/16,3.92,0
955,Rhode Island School of Design,2.4,Masters,Detroit,N/A,0,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.69,0
956,SUNY Binghamton University,1.9,Bachelors,Los Angeles,F,0,0,1,3,Lawyer,8/11,8/18,Data scientist,4/17,6/17,Bus Driver,9/10,9/18,3.49,0
957,Providence College,1.9,Bachelors,Washington D.C.,F,N/A,0,1,1,Chef,10/19,10/20,N/A,N/A,N/A,N/A,N/A,N/A,2.05,0
958,Bentley University,3.8,Masters,Miami,M,N/A,1,N/A,2,Bus Driver,11/14,11/19,N/A,N/A,N/A,N/A,N/A,N/A,6.77,1
959,Brown University,3.4,Bachelors,Los Angeles,N/A,0,1,0,0,ML Engineer,10/17,10/21,Data scientist,11/22,12/22,N/A,N/A,N/A,2.81,0
960,Bentley University,1.2,Masters,Miami,F,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.02,0
961,Columbia University,1.3,Phd,Los Angeles,N/A,1,0,N/A,3,Bus Driver,12/15,12/20,Chef,8/12,8/19,ML Engineer,12/18,12/19,9.56,0
962,SUNY Binghamton University,2.6,Phd,Los Angeles,F,1,1,N/A,3,Lawyer,12/11,1/12,N/A,N/A,N/A,N/A,N/A,N/A,9.65,1
963,Providence College,1.6,Bachelors,Los Angeles,N/A,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.74,0
964,Bentley University,1.5,Bachelors,Miami,M,1,0,0,3,ML Engineer,10/19,N/A,ML Engineer,10/18,10/21,Bus Driver,1/17,1/21,5.7,1
965,Columbia University,3.6,Bachelors,Detroit,N/A,N/A,1,N/A,0,Data scientist,2/23,9/23,ML Engineer,12/11,12/14,ML Engineer,2/11,2/22,5.18,0
966,Rhode Island School of Design,1.2,Masters,Los Angeles,M,0,0,0,2,Data scientist,11/15,11/20,Lawyer,5/15,5/20,Bus Driver,9/22,10/22,7.9,1
967,Columbia University,2.0,Bachelors,Chicago,N/A,0,0,0,3,Junior SWE,3/16,3/17,ML Engineer,4/11,4/13,Chef,1/10,1/14,7.27,0
968,Columbia University,2.5,Bachelors,Miami,M,N/A,0,0,2,Lawyer,8/20,N/A,Senior SWE,8/11,8/22,Lawyer,1/22,7/22,2.25,0
969,Columbia University,3.1,Bachelors,Miami,M,N/A,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.61,1
970,Columbia University,3.0,Phd,Miami,M,0,0,1,0,ML Engineer,12/16,N/A,Junior SWE,3/16,3/18,Bus Driver,10/15,10/21,7.41,1
971,Brown University,3.1,Bachelors,Detroit,M,1,0,N/A,2,Junior SWE,6/12,10/12,ML Engineer,7/12,7/21,ML Engineer,9/12,9/16,4.5,0
972,Providence College,3.9,Bachelors,Providence,N/A,0,0,0,2,Chef,4/16,4/19,Senior SWE,12/14,12/17,Junior SWE,7/10,7/15,4.62,0
973,SUNY Binghamton University,4.0,Phd,Washington D.C.,F,0,0,N/A,3,ML Engineer,9/13,N/A,Senior SWE,5/13,5/17,Chef,4/12,5/12,9.89,0
974,Colgate University,3.4,Masters,New York City,F,0,0,0,3,Junior SWE,11/22,12/22,N/A,N/A,N/A,N/A,N/A,N/A,2.08,0
975,Colgate University,2.5,Masters,Providence,N/A,N/A,0,0,4,Chef,2/21,2/22,Bus Driver,10/12,10/14,Data scientist,11/13,11/15,8.64,0
976,Brown University,3.1,Phd,Chicago,F,1,0,1,3,Data scientist,2/22,N/A,ML Engineer,7/19,7/21,Senior SWE,12/21,12/22,3.32,0
977,Rhode Island School of Design,1.3,Bachelors,Washington D.C.,N/A,1,1,1,0,ML Engineer,8/10,8/13,Senior SWE,1/22,12/22,Lawyer,1/15,1/16,2.24,0
978,Bentley University,2.7,Bachelors,Providence,M,0,1,N/A,0,Data scientist,1/15,1/18,Data scientist,7/13,7/19,ML Engineer,12/19,12/20,4.51,1
979,Columbia University,2.1,Bachelors,New York City,F,1,1,0,3,Chef,3/22,11/22,Senior SWE,2/21,2/22,Lawyer,5/17,5/19,4.48,0
980,Columbia University,1.2,Phd,Miami,M,0,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.12,0
981,Bentley University,2.7,Bachelors,Providence,N/A,N/A,0,1,1,Senior SWE,7/14,7/18,Lawyer,3/13,3/19,Junior SWE,8/23,10/23,5.72,0
982,Colgate University,3.6,Phd,Washington D.C.,M,1,0,0,1,Junior SWE,1/23,N/A,ML Engineer,5/11,5/18,ML Engineer,4/18,4/19,3.2,0
983,Rhode Island School of Design,1.2,Bachelors,Chicago,N/A,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.39,0
984,Providence College,3.1,Bachelors,Boston,M,0,1,1,2,Senior SWE,6/19,6/21,Chef,4/15,4/20,ML Engineer,11/12,11/22,1.87,0
985,Bentley University,1.2,Bachelors,Miami,N/A,N/A,0,N/A,3,Chef,5/11,5/17,Senior SWE,11/11,12/11,Chef,6/12,6/22,9.73,0
986,SUNY New Paltz,3.4,Bachelors,Miami,F,0,1,1,3,Data scientist,12/16,1/17,Data scientist,2/14,2/20,Bus Driver,7/13,7/14,5.64,1
987,Brown University,2.5,Masters,Los Angeles,F,0,1,0,1,Junior SWE,10/18,12/18,N/A,N/A,N/A,N/A,N/A,N/A,2.98,0
988,SUNY New Paltz,2.9,Masters,Boston,N/A,1,1,1,1,ML Engineer,6/23,N/A,Bus Driver,6/11,12/11,Senior SWE,2/11,9/11,4.88,0
989,Colgate University,1.5,Bachelors,Washington D.C.,F,1,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.92,0
990,SUNY Binghamton University,3.9,Masters,Detroit,N/A,N/A,1,1,1,Senior SWE,6/23,12/23,Senior SWE,2/18,2/19,Data scientist,12/13,1/14,2.35,0
991,Columbia University,1.8,Masters,Washington D.C.,M,N/A,0,N/A,2,Senior SWE,7/18,9/18,Senior SWE,12/15,12/21,N/A,N/A,N/A,5.73,0
992,SUNY New Paltz,1.2,Phd,Chicago,F,N/A,1,N/A,1,Chef,7/15,7/22,Data scientist,2/19,11/19,Lawyer,2/21,10/21,6.86,0
993,Providence College,1.3,Bachelors,Los Angeles,M,N/A,0,N/A,0,Senior SWE,7/19,7/20,Bus Driver,2/23,10/23,Senior SWE,8/16,8/22,6.41,0
994,Brown University,3.2,Bachelors,Los Angeles,N/A,1,0,0,1,Chef,5/12,5/14,ML Engineer,5/10,5/22,N/A,N/A,N/A,3.62,0
995,Rhode Island School of Design,2.3,Phd,Detroit,N/A,0,1,0,2,Lawyer,2/11,2/15,Data scientist,3/16,3/18,Data scientist,11/21,11/22,7.67,0
996,Colgate University,2.8,Phd,Providence,M,1,0,N/A,0,Bus Driver,9/15,9/22,N/A,N/A,N/A,N/A,N/A,N/A,1.48,1
997,Rhode Island School of Design,3.4,Bachelors,New York City,N/A,N/A,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.34,0
998,SUNY Binghamton University,2.4,Masters,Miami,F,0,0,N/A,3,Lawyer,1/11,1/18,ML Engineer,11/19,12/19,Data scientist,12/20,12/22,1.11,1
999,SUNY Binghamton University,3.9,Masters,Miami,M,N/A,1,N/A,2,Lawyer,2/20,2/21,Chef,10/20,12/20,Lawyer,7/21,9/21,9.71,1
1000,SUNY Binghamton University,3.0,Masters,New York City,F,N/A,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.63,0
1001,Colgate University,3.7,Bachelors,Washington D.C.,M,1,1,N/A,3,Senior SWE,4/18,4/20,Chef,11/22,12/22,Lawyer,10/18,12/18,5.63,0
1002,SUNY Binghamton University,2.1,Masters,New York City,F,N/A,0,0,0,Junior SWE,8/18,8/19,Bus Driver,2/16,2/22,Junior SWE,12/16,12/19,6.39,0
1003,Colgate University,3.9,Masters,Providence,F,0,0,N/A,2,Lawyer,5/15,5/19,Bus Driver,2/15,2/18,Junior SWE,4/12,4/20,4.56,0
1004,Providence College,2.5,Phd,Washington D.C.,F,1,0,N/A,4,Senior SWE,9/19,9/21,Lawyer,5/20,5/22,N/A,N/A,N/A,9.19,1
1005,Rhode Island School of Design,2.5,Phd,Providence,M,1,0,N/A,2,Data scientist,9/21,10/21,Junior SWE,11/17,11/20,Junior SWE,12/19,12/22,8.86,0
1006,Rhode Island School of Design,2.7,Phd,Boston,F,0,0,0,1,Bus Driver,2/11,2/22,Chef,7/18,7/20,Chef,7/21,9/21,8.78,0
1007,Rhode Island School of Design,3.1,Masters,Los Angeles,F,N/A,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.67,0
1008,Columbia University,2.7,Masters,Washington D.C.,M,1,1,N/A,3,Senior SWE,1/19,1/21,N/A,N/A,N/A,N/A,N/A,N/A,6.09,1
1009,Rhode Island School of Design,1.5,Phd,Miami,M,1,0,0,0,Junior SWE,4/21,8/21,N/A,N/A,N/A,N/A,N/A,N/A,5.24,1
1010,Rhode Island School of Design,2.0,Masters,Washington D.C.,F,1,0,0,0,Bus Driver,10/13,10/18,ML Engineer,5/11,5/18,Lawyer,1/20,6/20,7.09,1
1011,Rhode Island School of Design,3.5,Masters,Chicago,F,N/A,0,N/A,4,Chef,5/19,12/19,Junior SWE,1/21,5/21,Chef,11/10,11/22,7.05,1
1012,Colgate University,3.7,Phd,Los Angeles,M,1,1,N/A,4,ML Engineer,10/10,10/17,Data scientist,8/23,11/23,Bus Driver,10/21,10/22,5.34,0
1013,SUNY Binghamton University,3.3,Phd,Washington D.C.,F,0,0,0,3,Bus Driver,4/20,4/21,Data scientist,10/23,12/23,N/A,N/A,N/A,8.85,0
1014,Brown University,4.0,Phd,Miami,M,0,0,0,3,ML Engineer,8/20,N/A,Senior SWE,7/10,7/18,Lawyer,2/22,8/22,3.99,0
1015,Brown University,2.1,Phd,Miami,F,1,0,1,4,Junior SWE,3/22,8/22,Bus Driver,1/15,1/22,N/A,N/A,N/A,8.28,0
1016,Providence College,2.2,Phd,Detroit,N/A,0,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.17,0
1017,SUNY Binghamton University,3.5,Bachelors,New York City,F,1,0,1,1,ML Engineer,12/15,N/A,Junior SWE,5/14,5/21,Lawyer,1/14,1/20,2.29,0
1018,Columbia University,3.3,Bachelors,New York City,F,1,0,1,1,Bus Driver,6/18,6/19,ML Engineer,9/11,9/18,Bus Driver,7/20,8/20,0.29,0
1019,Brown University,1.9,Bachelors,Chicago,N/A,0,0,N/A,0,Senior SWE,4/14,4/17,Senior SWE,10/12,10/17,Data scientist,5/21,5/22,7.46,0
1020,Providence College,1.9,Masters,Providence,N/A,N/A,0,0,3,Lawyer,1/17,1/21,ML Engineer,3/19,3/21,Lawyer,10/13,12/13,9.67,0
1021,Brown University,1.3,Masters,Providence,F,0,0,1,1,Junior SWE,9/22,10/22,Data scientist,8/22,11/22,Lawyer,4/22,8/22,4.62,0
1022,Bentley University,2.7,Phd,Providence,M,N/A,0,N/A,3,Senior SWE,6/22,7/22,Lawyer,1/23,3/23,Senior SWE,9/13,9/18,5.07,0
1023,Colgate University,3.7,Bachelors,Boston,N/A,1,0,1,3,Bus Driver,2/10,2/20,N/A,N/A,N/A,N/A,N/A,N/A,1.8,0
1024,Colgate University,4.0,Masters,Detroit,M,1,1,1,0,Chef,11/11,11/19,ML Engineer,12/16,12/18,ML Engineer,1/20,2/20,1.08,0
1025,Colgate University,1.2,Bachelors,Los Angeles,N/A,1,0,N/A,3,ML Engineer,2/19,2/22,Senior SWE,7/14,7/21,Bus Driver,9/16,9/22,4.88,0
1026,Providence College,1.9,Bachelors,Chicago,M,1,0,0,1,Junior SWE,9/12,N/A,Junior SWE,2/23,11/23,Lawyer,9/14,9/15,2.79,0
1027,SUNY New Paltz,1.8,Masters,Los Angeles,F,1,1,1,3,Data scientist,10/19,10/21,ML Engineer,4/18,9/18,ML Engineer,2/19,2/20,9.05,0
1028,Colgate University,2.6,Bachelors,Providence,N/A,0,1,1,1,Lawyer,11/21,12/21,Chef,2/17,2/18,Lawyer,1/16,1/18,5.52,0
1029,SUNY Binghamton University,3.7,Phd,Miami,M,N/A,1,1,1,Bus Driver,1/21,1/22,Data scientist,3/21,10/21,ML Engineer,4/14,4/20,4.62,0
1030,Columbia University,3.0,Masters,Detroit,F,1,1,N/A,0,ML Engineer,2/15,N/A,Data scientist,12/15,12/19,N/A,N/A,N/A,0.09,1
1031,Columbia University,3.0,Masters,Washington D.C.,F,N/A,0,N/A,2,Chef,6/17,6/20,Bus Driver,2/10,2/11,Data scientist,8/17,8/19,7.99,0
1032,Brown University,2.9,Phd,New York City,M,1,1,0,3,Bus Driver,10/11,10/18,Lawyer,2/22,7/22,Bus Driver,6/13,8/13,2.18,0
1033,SUNY New Paltz,2.0,Masters,New York City,N/A,0,1,0,0,ML Engineer,5/22,12/22,Lawyer,8/21,8/22,Junior SWE,8/20,8/21,7.64,0
1034,Rhode Island School of Design,2.0,Bachelors,Los Angeles,M,0,1,0,1,Junior SWE,1/19,1/21,Junior SWE,3/15,3/17,Chef,6/13,6/14,2.54,0
1035,Columbia University,4.0,Phd,Boston,F,0,0,1,0,Data scientist,10/14,10/20,Junior SWE,9/13,9/20,Bus Driver,11/16,11/17,1.66,0
1036,Providence College,2.7,Phd,Providence,N/A,0,1,0,2,Bus Driver,9/20,9/22,Chef,8/14,8/16,Chef,6/18,6/22,6.29,0
1037,Brown University,1.2,Bachelors,Providence,M,0,0,1,4,Lawyer,9/17,9/18,Bus Driver,7/21,7/22,Bus Driver,1/11,1/15,9.84,0
1038,SUNY Binghamton University,2.5,Masters,Los Angeles,F,1,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.65,1
1039,Providence College,2.1,Phd,Boston,M,N/A,0,1,1,Chef,5/19,5/22,Bus Driver,11/19,11/21,Senior SWE,7/17,7/19,7.64,0
1040,Bentley University,3.9,Phd,Detroit,F,1,0,1,0,Senior SWE,12/19,1/20,Bus Driver,8/18,8/20,Chef,9/17,9/20,4.84,0
1041,Providence College,3.1,Phd,Boston,F,0,0,N/A,1,Chef,5/18,5/20,Lawyer,4/12,4/16,Senior SWE,6/10,6/12,9.9,0
1042,Brown University,3.0,Masters,Boston,N/A,0,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.79,0
1043,Brown University,3.2,Bachelors,Detroit,F,1,0,0,0,Lawyer,4/14,4/18,Chef,12/11,12/14,Data scientist,6/19,9/19,0.09,1
1044,SUNY New Paltz,3.6,Bachelors,Detroit,M,1,1,0,2,Data scientist,12/16,N/A,Senior SWE,2/12,2/14,Bus Driver,7/14,7/20,1.56,0
1045,Colgate University,3.2,Phd,Detroit,F,N/A,0,1,1,Bus Driver,8/20,8/21,Bus Driver,2/12,10/12,N/A,N/A,N/A,1.71,0
1046,SUNY New Paltz,2.7,Bachelors,Miami,N/A,0,0,N/A,3,Lawyer,12/16,12/22,ML Engineer,5/23,10/23,Bus Driver,12/14,12/19,8.81,0
1047,Colgate University,3.4,Masters,New York City,F,0,0,0,4,Senior SWE,6/12,6/22,Senior SWE,9/21,11/21,Chef,9/10,9/12,7.19,0
1048,Colgate University,1.2,Phd,Providence,F,N/A,0,0,2,Junior SWE,1/12,7/12,Lawyer,2/14,10/14,Data scientist,5/23,12/23,8.55,1
1049,Columbia University,1.8,Bachelors,Miami,F,N/A,1,N/A,0,Data scientist,5/15,5/18,Lawyer,12/21,12/22,Lawyer,5/22,7/22,6.26,0
1050,SUNY Binghamton University,3.9,Bachelors,Miami,N/A,0,0,0,2,Lawyer,12/22,1/23,Senior SWE,6/22,12/22,Junior SWE,3/16,3/18,6.75,0
1051,Rhode Island School of Design,2.0,Masters,Detroit,M,N/A,0,N/A,0,Junior SWE,5/21,5/22,Data scientist,2/17,2/22,Lawyer,3/14,3/15,9.11,0
1052,Columbia University,1.6,Bachelors,Chicago,F,1,1,1,3,ML Engineer,10/18,N/A,Senior SWE,12/17,12/21,ML Engineer,10/20,10/21,9.72,0
1053,Columbia University,2.2,Phd,Chicago,N/A,1,1,1,0,ML Engineer,6/17,10/17,Lawyer,6/18,6/21,Data scientist,4/19,4/22,1.75,0
1054,Rhode Island School of Design,2.9,Phd,Miami,F,N/A,0,N/A,2,Senior SWE,5/11,5/21,Lawyer,2/13,2/19,Junior SWE,7/18,7/19,2.0,1
1055,Colgate University,2.0,Phd,Washington D.C.,F,1,0,N/A,2,Junior SWE,2/16,5/16,N/A,N/A,N/A,N/A,N/A,N/A,2.75,1
1056,Rhode Island School of Design,1.7,Bachelors,Washington D.C.,N/A,1,1,N/A,4,Senior SWE,8/12,8/17,Junior SWE,10/11,10/18,Chef,10/13,10/22,4.16,0
