Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,Interview prediction
970,Brown University,1.2,Masters,Detroit,N/A,N/A,1,1,0,Senior SWE,1/20,1/22,Lawyer,3/21,3/22,Bus Driver,3/12,3/16,0.91,0
971,Colgate University,3.0,Masters,Detroit,F,N/A,0,N/A,4,Lawyer,8/18,8/22,ML Engineer,6/18,9/18,Lawyer,7/23,8/23,8.92,1
972,SUNY Binghamton University,2.8,Masters,Boston,N/A,N/A,0,1,1,Chef,1/10,12/10,Junior SWE,8/21,11/21,Senior SWE,2/10,2/21,7.07,0
973,SUNY New Paltz,2.7,Bachelors,Detroit,M,1,0,N/A,1,Senior SWE,10/19,10/22,Senior SWE,1/14,1/19,Junior SWE,2/14,2/21,2.14,0
974,Brown University,3.3,Masters,Boston,M,1,1,N/A,1,Senior SWE,5/15,5/21,Lawyer,11/16,11/20,ML Engineer,8/13,8/14,2.85,0
975,SUNY Binghamton University,3.8,Masters,Washington D.C.,M,1,1,N/A,4,Senior SWE,6/12,6/19,Bus Driver,12/22,1/23,Lawyer,5/22,9/22,8.79,0
976,Bentley University,3.4,Masters,Providence,N/A,N/A,0,N/A,3,Chef,4/12,4/21,Junior SWE,4/10,4/12,N/A,N/A,N/A,3.05,0
977,Rhode Island School of Design,3.7,Masters,New York City,F,0,0,0,4,Senior SWE,6/22,7/22,Bus Driver,4/17,4/22,Chef,4/15,4/17,6.81,0
978,Bentley University,2.5,Bachelors,Chicago,N/A,1,1,N/A,0,Lawyer,11/21,11/22,Chef,11/14,11/22,Chef,5/18,11/18,4.03,0
979,Columbia University,1.5,Phd,Boston,F,N/A,1,0,4,ML Engineer,1/14,6/14,ML Engineer,8/11,8/16,Data scientist,12/10,12/20,7.71,0
980,Bentley University,3.7,Phd,New York City,M,1,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.62,1
981,SUNY Binghamton University,1.4,Bachelors,New York City,M,0,1,1,4,Senior SWE,7/19,8/19,Bus Driver,2/18,6/18,Lawyer,11/17,11/19,9.21,0
982,SUNY New Paltz,2.7,Bachelors,New York City,M,1,1,N/A,1,Bus Driver,6/20,6/21,Bus Driver,10/20,10/21,Lawyer,10/21,10/22,7.72,1
983,Brown University,3.6,Phd,Chicago,N/A,1,1,0,1,Bus Driver,2/22,9/22,Lawyer,4/14,4/19,Bus Driver,7/17,7/20,6.8,0
984,Brown University,2.9,Bachelors,Detroit,M,0,0,N/A,3,Chef,12/15,1/16,Data scientist,9/15,9/22,Bus Driver,8/22,12/22,9.13,1
985,Bentley University,2.2,Bachelors,Chicago,M,1,0,0,2,ML Engineer,8/17,9/17,Lawyer,10/15,10/18,N/A,N/A,N/A,5.21,1
986,SUNY New Paltz,3.4,Bachelors,Chicago,M,1,1,N/A,2,Lawyer,6/22,7/22,Lawyer,10/12,10/18,Bus Driver,7/13,7/19,9.16,0
987,Columbia University,3.2,Masters,Los Angeles,N/A,0,0,1,2,ML Engineer,9/18,9/22,Lawyer,7/14,7/22,Data scientist,3/21,10/21,7.19,0
988,Columbia University,2.2,Masters,Providence,M,0,1,0,4,Data scientist,4/15,4/19,Data scientist,6/17,6/22,Junior SWE,12/15,1/16,4.11,0
989,Columbia University,3.1,Masters,Chicago,M,1,0,0,3,Bus Driver,6/21,N/A,Data scientist,9/14,9/16,ML Engineer,8/13,8/16,9.07,0
990,Bentley University,2.8,Masters,New York City,F,N/A,0,0,2,Senior SWE,9/15,12/15,Bus Driver,12/18,12/20,Lawyer,3/16,3/19,4.48,1
991,Providence College,1.4,Phd,Miami,F,N/A,1,1,1,Data scientist,6/23,7/23,Junior SWE,9/17,9/21,Senior SWE,10/11,10/12,7.76,0
992,Colgate University,3.2,Masters,Washington D.C.,N/A,N/A,1,0,3,Junior SWE,12/16,12/19,ML Engineer,8/10,8/15,Bus Driver,12/22,1/23,8.73,0
993,Columbia University,1.4,Masters,New York City,M,N/A,1,0,0,Data scientist,6/20,6/21,Senior SWE,3/11,3/18,Bus Driver,8/17,8/20,0.65,0
994,Bentley University,1.3,Bachelors,New York City,N/A,1,1,N/A,1,Junior SWE,7/11,7/20,ML Engineer,11/15,11/22,Bus Driver,4/10,4/13,6.99,0
995,Colgate University,1.5,Masters,Boston,F,0,0,1,1,Bus Driver,12/15,12/18,Chef,2/21,2/22,ML Engineer,11/12,11/20,3.56,0
996,Brown University,3.0,Bachelors,Boston,F,N/A,1,0,3,Senior SWE,4/11,4/19,N/A,N/A,N/A,N/A,N/A,N/A,8.13,1
997,Brown University,3.7,Bachelors,Los Angeles,F,N/A,1,0,2,Lawyer,1/10,N/A,Lawyer,9/12,9/14,Junior SWE,4/20,5/20,2.27,0
998,Bentley University,3.7,Bachelors,Detroit,M,N/A,0,0,0,Bus Driver,2/17,10/17,Data scientist,1/23,10/23,Junior SWE,8/21,12/21,7.19,0
999,Bentley University,2.1,Masters,Detroit,N/A,0,0,1,2,Data scientist,6/15,6/16,Chef,8/13,8/20,N/A,N/A,N/A,7.99,0
1000,SUNY Binghamton University,3.1,Phd,New York City,M,1,0,1,0,Chef,11/12,12/12,Chef,3/19,3/21,Data scientist,6/15,6/18,6.28,0
1001,Columbia University,1.4,Bachelors,Los Angeles,N/A,1,0,N/A,3,Junior SWE,12/21,12/22,N/A,N/A,N/A,N/A,N/A,N/A,6.13,0
1002,Brown University,2.4,Bachelors,Detroit,M,0,0,0,1,Chef,9/16,9/21,Chef,11/13,11/16,Junior SWE,2/18,2/20,5.46,1
1003,Rhode Island School of Design,3.0,Phd,Detroit,F,1,1,1,3,Bus Driver,3/21,3/22,Junior SWE,3/21,3/22,Senior SWE,1/20,1/22,4.84,0
1004,SUNY New Paltz,1.9,Bachelors,Providence,F,0,1,N/A,2,ML Engineer,7/17,7/19,Lawyer,3/15,3/22,Chef,1/16,1/21,1.59,0
1005,Columbia University,1.6,Masters,Providence,F,0,0,0,4,Data scientist,9/16,9/19,Chef,2/18,2/19,ML Engineer,2/16,11/16,6.23,0
1006,Bentley University,2.3,Masters,Detroit,N/A,0,0,0,2,ML Engineer,7/12,7/13,Lawyer,6/20,12/20,Data scientist,9/23,10/23,2.84,0
1007,Columbia University,1.4,Masters,Washington D.C.,N/A,0,1,1,2,Junior SWE,2/20,2/22,Chef,5/21,5/22,Data scientist,3/23,9/23,9.2,0
1008,Rhode Island School of Design,3.0,Masters,Detroit,N/A,1,0,1,0,Chef,6/21,9/21,Senior SWE,4/19,8/19,N/A,N/A,N/A,8.45,0
1009,Columbia University,2.4,Phd,Los Angeles,N/A,1,1,N/A,2,Data scientist,9/15,9/18,N/A,N/A,N/A,N/A,N/A,N/A,8.26,0
1010,Colgate University,3.8,Bachelors,Chicago,N/A,0,0,1,3,Data scientist,10/19,10/22,Lawyer,11/13,11/15,Junior SWE,2/13,2/20,8.13,0
1011,Bentley University,1.8,Bachelors,New York City,N/A,N/A,0,0,4,Lawyer,4/21,4/22,Chef,3/16,3/21,N/A,N/A,N/A,2.92,0
1012,Rhode Island School of Design,2.9,Masters,Chicago,M,N/A,1,0,4,Lawyer,10/15,10/22,N/A,N/A,N/A,N/A,N/A,N/A,2.44,1
1013,Bentley University,3.4,Masters,Chicago,N/A,0,1,N/A,2,Junior SWE,2/18,N/A,Bus Driver,11/18,11/21,Chef,11/16,11/17,9.58,0
1014,SUNY New Paltz,2.9,Phd,Providence,M,1,0,0,1,Lawyer,11/23,12/23,N/A,N/A,N/A,N/A,N/A,N/A,5.72,1
1015,Columbia University,1.5,Bachelors,Chicago,M,N/A,1,N/A,4,ML Engineer,8/17,8/22,N/A,N/A,N/A,N/A,N/A,N/A,6.65,1
1016,Columbia University,2.0,Bachelors,Los Angeles,N/A,N/A,0,0,1,Senior SWE,5/10,5/16,Data scientist,9/20,10/20,Junior SWE,6/18,6/20,0.87,0
1017,SUNY Binghamton University,2.4,Bachelors,Providence,F,0,1,1,4,Chef,6/21,6/22,Lawyer,5/16,5/19,Senior SWE,12/12,12/18,7.58,0
1018,Columbia University,3.6,Phd,Detroit,M,1,1,0,0,Lawyer,6/23,8/23,ML Engineer,12/10,12/16,Bus Driver,10/12,10/18,3.73,0
1019,Bentley University,4.0,Phd,Chicago,M,0,1,1,2,ML Engineer,4/16,9/16,Data scientist,5/23,9/23,Bus Driver,2/18,2/22,1.82,0
1020,Providence College,3.7,Phd,Providence,F,1,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.13,0
1021,SUNY Binghamton University,3.1,Phd,Miami,F,1,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.2,1
1022,Brown University,1.5,Bachelors,Chicago,M,N/A,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.68,1
1023,Brown University,2.5,Masters,Miami,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.96,0
1024,Colgate University,1.7,Bachelors,Detroit,F,1,1,0,1,Bus Driver,1/18,1/21,Data scientist,12/17,12/20,Junior SWE,5/11,5/12,2.64,0
1025,Columbia University,2.8,Phd,Providence,F,N/A,1,0,4,Senior SWE,6/23,7/23,Junior SWE,11/11,11/16,Bus Driver,12/11,12/16,3.06,0
1026,SUNY New Paltz,4.0,Masters,Boston,N/A,N/A,0,1,2,Data scientist,7/23,10/23,Senior SWE,9/18,12/18,Lawyer,2/15,2/17,7.0,0
1027,Columbia University,3.1,Masters,Detroit,M,1,0,0,4,Data scientist,7/15,7/17,Data scientist,5/17,8/17,Chef,9/18,9/20,2.81,1
1028,Colgate University,3.6,Masters,Chicago,N/A,N/A,0,1,0,Lawyer,11/15,11/20,Data scientist,8/18,8/21,Data scientist,9/15,9/21,6.48,0
1029,Columbia University,3.6,Bachelors,Boston,N/A,N/A,0,1,1,Data scientist,3/19,3/20,ML Engineer,3/22,11/22,Bus Driver,9/10,9/12,1.45,0
1030,SUNY Binghamton University,2.9,Bachelors,Miami,M,1,0,N/A,3,ML Engineer,10/15,10/22,ML Engineer,3/14,3/19,Senior SWE,6/20,6/22,8.09,0
1031,SUNY New Paltz,3.7,Phd,Chicago,M,N/A,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.69,1
1032,SUNY Binghamton University,1.9,Bachelors,Detroit,N/A,N/A,1,0,2,Chef,12/16,12/20,Chef,3/15,3/17,N/A,N/A,N/A,6.87,0
1033,SUNY Binghamton University,2.7,Bachelors,Detroit,N/A,N/A,1,0,3,Chef,2/22,11/22,Bus Driver,1/15,1/18,Data scientist,4/20,10/20,4.6,0
1034,Columbia University,1.8,Phd,Boston,N/A,1,1,0,3,ML Engineer,6/11,6/21,Data scientist,12/10,1/11,Junior SWE,4/18,4/20,8.38,0
1035,Bentley University,1.3,Phd,Chicago,F,0,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.12,0
1036,SUNY Binghamton University,2.2,Phd,Detroit,F,0,1,1,0,Bus Driver,3/17,3/22,Lawyer,12/10,12/14,Chef,7/16,11/16,5.06,0
1037,Providence College,2.7,Phd,Washington D.C.,M,N/A,0,N/A,2,Lawyer,10/11,10/15,Data scientist,2/23,4/23,Chef,12/14,12/17,6.37,0
1038,Providence College,1.9,Bachelors,Miami,N/A,N/A,0,N/A,3,ML Engineer,1/10,2/10,Lawyer,7/15,8/15,Data scientist,7/16,7/18,6.42,0
1039,Bentley University,1.3,Masters,Miami,N/A,N/A,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.94,0
1040,SUNY New Paltz,1.5,Bachelors,Providence,M,1,0,1,4,ML Engineer,1/10,1/22,Lawyer,5/15,5/16,Junior SWE,10/23,11/23,5.64,1
1041,Rhode Island School of Design,1.5,Masters,Washington D.C.,F,N/A,0,0,4,Senior SWE,3/19,12/19,Bus Driver,8/20,10/20,Data scientist,6/11,6/16,2.14,0
1042,Providence College,2.7,Phd,Los Angeles,N/A,0,0,1,2,Lawyer,12/23,1/24,Chef,2/23,3/23,Senior SWE,4/22,10/22,2.16,0
1043,Rhode Island School of Design,3.8,Masters,New York City,N/A,N/A,1,N/A,0,Lawyer,8/12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.8,0
1044,SUNY Binghamton University,1.7,Bachelors,Washington D.C.,M,1,1,N/A,2,Junior SWE,2/12,2/20,Junior SWE,3/15,3/22,ML Engineer,5/21,5/22,7.77,0
1045,Rhode Island School of Design,2.6,Masters,New York City,N/A,1,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.74,0
1046,SUNY New Paltz,1.9,Phd,Miami,F,0,0,N/A,1,Junior SWE,7/11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.2,1
1047,Providence College,3.4,Phd,Detroit,M,0,1,N/A,4,Lawyer,12/23,1/24,Junior SWE,1/17,1/20,Chef,1/11,1/16,9.52,0
1048,SUNY Binghamton University,2.2,Phd,New York City,M,1,1,N/A,1,Junior SWE,5/17,5/21,Senior SWE,6/16,6/19,Chef,4/13,4/20,9.24,1
1049,Colgate University,3.1,Masters,Boston,F,0,1,1,4,Data scientist,10/20,12/20,Junior SWE,5/10,5/15,Junior SWE,9/23,11/23,2.07,0
1050,Providence College,2.7,Phd,Miami,F,0,1,N/A,1,Data scientist,12/20,12/21,Bus Driver,2/10,2/15,ML Engineer,7/14,7/22,8.7,0
1051,SUNY Binghamton University,3.6,Masters,Chicago,N/A,N/A,1,1,3,Data scientist,2/18,7/18,Chef,10/16,10/17,Chef,1/13,1/20,1.25,0
1052,Bentley University,2.0,Phd,Washington D.C.,F,N/A,1,N/A,1,ML Engineer,3/23,6/23,Chef,11/21,12/21,Senior SWE,6/12,6/13,9.66,0
1053,Brown University,2.1,Phd,Boston,F,1,1,0,0,Bus Driver,10/13,10/15,Senior SWE,5/20,9/20,Data scientist,10/20,10/21,6.35,0
1054,Rhode Island School of Design,3.5,Bachelors,Boston,F,0,0,N/A,3,Chef,2/10,11/10,ML Engineer,2/22,7/22,N/A,N/A,N/A,3.54,0
1055,Bentley University,2.7,Phd,Boston,N/A,N/A,0,0,3,Lawyer,10/15,10/16,Bus Driver,7/11,7/16,Data scientist,8/14,8/22,4.01,0
1056,Colgate University,1.5,Bachelors,Chicago,F,1,1,N/A,4,Bus Driver,11/19,11/20,Data scientist,10/12,11/12,Lawyer,2/22,7/22,7.47,0
1057,Bentley University,1.8,Bachelors,Boston,M,0,0,0,4,ML Engineer,5/10,5/15,ML Engineer,12/23,1/24,Chef,12/21,1/22,3.79,0
1058,Rhode Island School of Design,1.8,Bachelors,Boston,M,N/A,0,N/A,4,Junior SWE,3/14,3/21,Senior SWE,7/20,7/22,Lawyer,11/23,12/23,8.63,0
1059,Providence College,2.4,Phd,Washington D.C.,F,1,1,1,3,ML Engineer,1/21,10/21,Junior SWE,9/22,11/22,Senior SWE,2/12,6/12,0.2,0
1060,Bentley University,2.5,Masters,Chicago,F,0,1,1,4,Junior SWE,11/19,11/21,Bus Driver,8/12,8/15,ML Engineer,7/14,7/20,9.38,0
1061,Providence College,1.9,Masters,Los Angeles,N/A,1,1,N/A,3,Senior SWE,8/18,8/21,Senior SWE,4/12,4/17,Data scientist,11/22,12/22,2.32,0
1062,Providence College,3.9,Phd,Chicago,F,N/A,0,0,0,ML Engineer,12/14,12/18,Chef,6/21,9/21,Chef,3/16,3/17,6.83,0
1063,Colgate University,2.7,Bachelors,Detroit,M,1,0,N/A,3,ML Engineer,2/15,2/19,N/A,N/A,N/A,N/A,N/A,N/A,9.15,0
1064,Providence College,1.4,Phd,Los Angeles,N/A,1,0,1,4,Senior SWE,6/17,6/22,N/A,N/A,N/A,N/A,N/A,N/A,5.25,0
1065,Bentley University,1.8,Phd,Detroit,N/A,1,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.06,0
1066,Colgate University,2.2,Phd,Providence,N/A,0,0,N/A,1,Senior SWE,7/18,7/22,Senior SWE,9/17,12/17,Lawyer,3/16,10/16,1.91,0
1067,Colgate University,1.9,Masters,Boston,M,0,1,N/A,1,Data scientist,8/15,8/18,Senior SWE,9/22,10/22,Data scientist,1/13,1/15,4.81,0
1068,Columbia University,4.0,Masters,Chicago,M,0,0,N/A,4,ML Engineer,7/17,N/A,Junior SWE,7/14,7/16,Junior SWE,2/17,2/21,3.44,0
1069,Providence College,1.5,Phd,Providence,N/A,0,0,N/A,4,Bus Driver,12/10,12/14,Junior SWE,11/14,11/20,Senior SWE,2/16,2/21,7.81,0
1070,Colgate University,3.8,Bachelors,Washington D.C.,F,1,1,1,2,ML Engineer,12/19,12/22,Junior SWE,5/13,5/17,Junior SWE,4/23,7/23,6.93,0
1071,Rhode Island School of Design,3.5,Phd,New York City,F,1,1,N/A,2,Lawyer,7/19,11/19,Lawyer,11/17,12/17,Data scientist,6/23,8/23,0.05,0
1072,Columbia University,2.0,Phd,Providence,M,1,0,N/A,4,Lawyer,1/20,3/20,ML Engineer,8/21,12/21,Junior SWE,12/12,12/21,7.93,0
1073,SUNY Binghamton University,3.9,Phd,Miami,F,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.51,0
1074,Columbia University,1.7,Masters,Washington D.C.,M,N/A,0,1,1,Junior SWE,11/21,12/21,Bus Driver,1/22,11/22,Chef,10/18,10/21,4.51,0
1075,SUNY New Paltz,1.7,Phd,Los Angeles,M,N/A,1,N/A,4,Senior SWE,4/22,7/22,Junior SWE,9/14,9/16,N/A,N/A,N/A,7.94,0
1076,Columbia University,1.2,Phd,Los Angeles,M,N/A,0,N/A,1,Junior SWE,12/10,12/12,N/A,N/A,N/A,N/A,N/A,N/A,8.46,1
1077,Providence College,3.3,Bachelors,Chicago,N/A,N/A,0,0,0,Data scientist,6/15,11/15,Bus Driver,3/10,3/18,ML Engineer,9/18,9/20,4.77,0
1078,Rhode Island School of Design,1.5,Phd,Detroit,F,0,1,1,4,Chef,2/17,2/21,Bus Driver,8/19,8/22,Chef,12/13,12/16,9.47,0
1079,SUNY New Paltz,1.6,Phd,Los Angeles,M,1,0,1,3,Chef,9/16,9/22,ML Engineer,12/11,12/20,Bus Driver,5/11,5/12,4.34,1
1080,Columbia University,3.9,Bachelors,Detroit,M,N/A,1,N/A,2,Senior SWE,11/20,12/20,Lawyer,8/10,8/11,Lawyer,2/19,2/20,1.38,0
1081,SUNY Binghamton University,1.9,Bachelors,Detroit,M,N/A,1,0,2,Senior SWE,3/18,N/A,Lawyer,7/14,7/20,Junior SWE,6/11,6/20,7.92,1
1082,Columbia University,3.6,Bachelors,Chicago,N/A,1,0,N/A,1,Chef,10/14,10/17,Bus Driver,9/12,11/12,Chef,10/18,10/22,1.77,0
1083,Columbia University,2.4,Bachelors,Los Angeles,N/A,0,1,N/A,0,Junior SWE,12/14,12/20,Senior SWE,11/14,11/16,Senior SWE,12/12,12/15,4.51,0
1084,SUNY New Paltz,1.2,Bachelors,New York City,M,1,0,1,1,ML Engineer,9/11,11/11,Bus Driver,10/22,11/22,ML Engineer,5/21,5/22,7.78,0
1085,Columbia University,2.0,Phd,Detroit,N/A,1,1,N/A,2,Bus Driver,11/19,11/20,ML Engineer,4/14,7/14,Senior SWE,3/12,3/13,2.01,0
1086,Rhode Island School of Design,2.8,Bachelors,New York City,F,0,1,1,2,Senior SWE,9/17,9/19,Data scientist,9/18,9/20,Senior SWE,3/10,3/12,1.11,0
1087,SUNY New Paltz,3.0,Phd,Los Angeles,N/A,N/A,1,0,3,ML Engineer,9/17,9/22,Senior SWE,5/11,5/21,Chef,5/14,10/14,9.07,0
1088,Colgate University,4.0,Masters,Detroit,N/A,0,1,1,4,Lawyer,4/12,4/14,Chef,9/22,11/22,Data scientist,3/11,3/16,2.95,0
1089,Columbia University,2.7,Masters,Boston,M,N/A,1,1,1,Chef,10/11,10/13,Bus Driver,6/16,6/18,ML Engineer,2/22,12/22,4.13,0
1090,Rhode Island School of Design,3.3,Masters,Providence,N/A,1,0,N/A,2,Junior SWE,10/11,10/16,Data scientist,9/23,12/23,Lawyer,10/17,10/18,3.47,0
1091,SUNY Binghamton University,3.7,Masters,New York City,N/A,0,1,0,2,Senior SWE,6/10,6/15,Data scientist,1/11,1/20,N/A,N/A,N/A,2.6,0
1092,Providence College,3.1,Masters,Los Angeles,F,1,0,1,1,Data scientist,1/16,1/18,Data scientist,6/13,6/14,Senior SWE,3/11,3/22,9.93,0
1093,SUNY Binghamton University,2.7,Phd,Chicago,M,0,0,N/A,2,Senior SWE,8/16,8/17,ML Engineer,11/11,12/11,Junior SWE,6/23,10/23,9.39,0
1094,Brown University,3.9,Bachelors,Detroit,M,N/A,0,N/A,1,Junior SWE,12/22,1/23,Senior SWE,7/18,7/22,Chef,8/19,8/21,2.22,0
1095,SUNY Binghamton University,3.5,Bachelors,Providence,M,N/A,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.98,1
1096,Rhode Island School of Design,3.8,Bachelors,New York City,F,1,0,1,4,Chef,8/20,8/21,Data scientist,11/22,12/22,ML Engineer,9/15,9/20,1.57,0
1097,Colgate University,3.8,Masters,Boston,F,N/A,1,0,1,Bus Driver,11/19,12/19,ML Engineer,8/16,8/17,Data scientist,3/12,3/13,3.23,0
1098,SUNY New Paltz,2.5,Masters,New York City,F,N/A,1,N/A,0,Lawyer,3/19,3/20,Chef,12/16,12/18,Data scientist,5/22,7/22,8.02,0
1099,Bentley University,3.9,Masters,Detroit,N/A,1,1,N/A,3,Bus Driver,1/17,1/20,Bus Driver,8/15,11/15,Chef,10/18,10/22,4.24,0
1100,SUNY Binghamton University,1.4,Bachelors,New York City,F,1,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.03,0
1101,Bentley University,1.8,Bachelors,Chicago,F,N/A,1,0,1,ML Engineer,9/13,11/13,Data scientist,7/22,10/22,Senior SWE,3/18,3/21,8.2,0
1102,Colgate University,3.1,Masters,Providence,M,1,1,N/A,1,Senior SWE,3/11,N/A,ML Engineer,2/17,10/17,Senior SWE,4/12,4/18,8.43,1
1103,Colgate University,1.6,Bachelors,Chicago,F,1,1,N/A,4,ML Engineer,3/13,3/22,N/A,N/A,N/A,N/A,N/A,N/A,3.29,1
1104,Brown University,3.3,Phd,Boston,N/A,0,0,1,2,Lawyer,6/11,6/21,Bus Driver,10/15,10/16,Senior SWE,1/14,1/19,7.61,0
1105,SUNY Binghamton University,3.2,Masters,Los Angeles,M,N/A,0,1,2,ML Engineer,9/15,9/16,Lawyer,7/13,7/16,Senior SWE,7/17,7/19,7.7,1
1106,Columbia University,1.4,Phd,Washington D.C.,F,0,1,1,1,Junior SWE,9/20,11/20,Chef,10/10,11/10,ML Engineer,3/12,3/20,5.72,0
1107,Rhode Island School of Design,2.2,Phd,Chicago,F,0,0,1,2,Senior SWE,3/14,3/20,Bus Driver,9/12,9/14,Chef,7/22,12/22,7.57,0
1108,SUNY New Paltz,3.3,Phd,New York City,M,N/A,1,N/A,0,Data scientist,4/19,4/22,N/A,N/A,N/A,N/A,N/A,N/A,7.07,1
1109,Providence College,3.1,Phd,Miami,F,1,1,0,3,ML Engineer,2/23,9/23,N/A,N/A,N/A,N/A,N/A,N/A,4.66,1
1110,SUNY New Paltz,1.8,Bachelors,Providence,F,N/A,0,N/A,3,ML Engineer,5/11,5/16,Lawyer,4/15,4/16,Junior SWE,4/12,4/13,8.64,0
1111,SUNY New Paltz,3.5,Masters,Detroit,N/A,1,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.6,0
1112,Colgate University,2.8,Bachelors,Boston,M,N/A,0,N/A,3,Lawyer,10/20,10/21,Bus Driver,6/21,6/22,Lawyer,12/20,12/22,2.44,0
1113,Rhode Island School of Design,2.4,Masters,Miami,N/A,0,1,N/A,3,ML Engineer,6/22,11/22,Senior SWE,2/14,2/22,Chef,12/17,12/22,5.04,0
1114,SUNY Binghamton University,3.0,Masters,Los Angeles,N/A,N/A,0,1,1,Chef,12/17,12/21,Junior SWE,8/12,8/20,ML Engineer,3/17,9/17,9.63,0
1115,Colgate University,2.0,Bachelors,Boston,F,1,1,N/A,4,Senior SWE,6/23,9/23,Junior SWE,11/20,11/21,N/A,N/A,N/A,8.14,0
1116,SUNY Binghamton University,2.1,Phd,Miami,F,0,1,1,3,Data scientist,7/18,7/21,Junior SWE,10/10,10/14,Data scientist,8/15,8/22,5.71,0
1117,Providence College,3.7,Phd,Washington D.C.,M,N/A,1,0,3,Data scientist,2/17,2/22,ML Engineer,1/19,1/21,Senior SWE,12/11,12/19,6.74,1
1118,Brown University,1.3,Bachelors,Miami,M,1,0,1,4,Data scientist,8/12,N/A,Bus Driver,1/17,1/18,Chef,8/12,10/12,1.25,0
1119,Colgate University,3.3,Bachelors,New York City,F,N/A,0,N/A,4,ML Engineer,12/15,12/21,Chef,4/21,5/21,Senior SWE,3/16,3/21,7.4,0
1120,Rhode Island School of Design,3.8,Phd,Detroit,M,1,1,N/A,2,Data scientist,12/12,12/21,Senior SWE,12/13,12/16,N/A,N/A,N/A,6.02,1
1121,SUNY New Paltz,2.2,Phd,Boston,F,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.67,1
1122,Bentley University,2.3,Masters,Los Angeles,N/A,0,1,1,3,Bus Driver,8/22,9/22,Lawyer,10/14,12/14,ML Engineer,2/13,2/16,2.21,0
1123,Brown University,2.1,Phd,Detroit,M,N/A,1,N/A,2,Chef,1/14,N/A,Chef,3/20,3/22,N/A,N/A,N/A,4.8,0
1124,Brown University,3.2,Masters,Chicago,N/A,N/A,0,1,0,Junior SWE,12/14,12/20,Lawyer,5/10,5/16,Lawyer,12/10,12/16,2.45,0
1125,Providence College,2.2,Masters,Washington D.C.,M,0,1,N/A,3,Senior SWE,5/10,5/21,Junior SWE,12/14,12/16,ML Engineer,4/12,4/14,7.29,0
1126,Columbia University,1.9,Phd,New York City,F,1,1,0,4,ML Engineer,9/18,N/A,Chef,9/15,9/18,Chef,3/18,3/21,8.31,0
1127,Colgate University,2.1,Phd,Washington D.C.,F,0,0,N/A,3,Bus Driver,4/12,4/21,N/A,N/A,N/A,N/A,N/A,N/A,6.49,1
1128,Brown University,2.7,Phd,Boston,F,0,1,N/A,2,Lawyer,2/15,2/18,Senior SWE,8/16,8/20,N/A,N/A,N/A,3.68,0
1129,SUNY New Paltz,2.4,Phd,Boston,M,N/A,1,N/A,4,Bus Driver,8/21,10/21,Data scientist,4/17,4/22,Bus Driver,1/22,7/22,6.91,1
1130,Colgate University,2.9,Phd,Miami,F,1,0,0,3,Chef,9/16,9/20,Bus Driver,8/20,8/22,ML Engineer,2/16,2/17,3.47,0
1131,Brown University,1.7,Masters,Detroit,N/A,1,0,1,0,ML Engineer,11/19,11/20,Lawyer,3/23,9/23,Lawyer,1/19,1/20,2.52,0
1132,Providence College,3.4,Masters,Miami,N/A,1,0,0,1,Lawyer,10/15,10/19,N/A,N/A,N/A,N/A,N/A,N/A,5.02,0
1133,Columbia University,1.4,Phd,Washington D.C.,M,1,1,0,1,ML Engineer,5/11,5/15,Chef,6/18,6/20,Chef,2/14,10/14,1.32,0
1134,Brown University,3.8,Bachelors,Providence,F,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.71,0
1135,Brown University,1.6,Bachelors,Chicago,F,1,1,1,3,Lawyer,11/14,11/22,Junior SWE,12/20,1/21,Junior SWE,5/17,5/19,9.89,0
