Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,Interview prediction
1115,Colgate University,2.0,Bachelors,Boston,F,1,1,N/A,4,Senior SWE,6/23,9/23,Junior SWE,11/20,11/21,N/A,N/A,N/A,2.37,0
1116,SUNY Binghamton University,2.1,Phd,Miami,F,0,1,1,3,Data scientist,7/18,7/21,Junior SWE,10/10,10/14,Data scientist,8/15,8/22,8.91,0
1117,Providence College,3.7,Phd,Washington D.C.,M,N/A,1,0,3,Data scientist,2/17,2/22,ML Engineer,1/19,1/21,Senior SWE,12/11,12/19,0.35,1
1118,Brown University,1.3,Bachelors,Miami,M,1,0,1,4,Data scientist,8/12,N/A,Bus Driver,1/17,1/18,Chef,8/12,10/12,1.33,0
1119,Colgate University,3.3,Bachelors,New York City,F,N/A,0,N/A,4,ML Engineer,12/15,12/21,Chef,4/21,5/21,Senior SWE,3/16,3/21,9.51,1
1120,Rhode Island School of Design,3.8,Phd,Detroit,M,1,1,N/A,2,Data scientist,12/12,12/21,Senior SWE,12/13,12/16,N/A,N/A,N/A,0.95,0
1121,SUNY New Paltz,2.2,Phd,Boston,F,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.98,1
1122,Bentley University,2.3,Masters,Los Angeles,N/A,0,1,1,3,Bus Driver,8/22,9/22,Lawyer,10/14,12/14,ML Engineer,2/13,2/16,7.19,0
1123,Brown University,2.1,Phd,Detroit,M,N/A,1,N/A,2,Chef,1/14,N/A,Chef,3/20,3/22,N/A,N/A,N/A,7.42,0
1124,Brown University,3.2,Masters,Chicago,N/A,N/A,0,1,0,Junior SWE,12/14,12/20,Lawyer,5/10,5/16,Lawyer,12/10,12/16,6.26,0
1125,Providence College,2.2,Masters,Washington D.C.,M,0,1,N/A,3,Senior SWE,5/10,5/21,Junior SWE,12/14,12/16,ML Engineer,4/12,4/14,1.39,0
1126,Columbia University,1.9,Phd,New York City,F,1,1,0,4,ML Engineer,9/18,N/A,Chef,9/15,9/18,Chef,3/18,3/21,6.1,1
1127,Colgate University,2.1,Phd,Washington D.C.,F,0,0,N/A,3,Bus Driver,4/12,4/21,N/A,N/A,N/A,N/A,N/A,N/A,9.11,0
1128,Brown University,2.7,Phd,Boston,F,0,1,N/A,2,Lawyer,2/15,2/18,Senior SWE,8/16,8/20,N/A,N/A,N/A,6.56,0
1129,SUNY New Paltz,2.4,Phd,Boston,M,N/A,1,N/A,4,Bus Driver,8/21,10/21,Data scientist,4/17,4/22,Bus Driver,1/22,7/22,2.94,1
1130,Colgate University,2.9,Phd,Miami,F,1,0,0,3,Chef,9/16,9/20,Bus Driver,8/20,8/22,ML Engineer,2/16,2/17,9.01,0
1131,Brown University,1.7,Masters,Detroit,N/A,1,0,1,0,ML Engineer,11/19,11/20,Lawyer,3/23,9/23,Lawyer,1/19,1/20,8.22,0
1132,Providence College,3.4,Masters,Miami,N/A,1,0,0,1,Lawyer,10/15,10/19,N/A,N/A,N/A,N/A,N/A,N/A,8.91,0
1133,Columbia University,1.4,Phd,Washington D.C.,M,1,1,0,1,ML Engineer,5/11,5/15,Chef,6/18,6/20,Chef,2/14,10/14,3.37,0
1134,Brown University,3.8,Bachelors,Providence,F,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.43,1
1135,Brown University,1.6,Bachelors,Chicago,F,1,1,1,3,Lawyer,11/14,11/22,Junior SWE,12/20,1/21,Junior SWE,5/17,5/19,6.32,0
1136,Rhode Island School of Design,4.0,Bachelors,Los Angeles,M,0,1,0,0,Lawyer,8/17,N/A,Data scientist,2/12,2/22,Senior SWE,8/10,8/17,8.36,0
1137,Brown University,1.8,Bachelors,Washington D.C.,M,N/A,1,1,4,ML Engineer,4/12,N/A,Data scientist,2/20,6/20,Bus Driver,5/18,5/19,9.25,0
1138,SUNY New Paltz,3.3,Bachelors,Chicago,M,N/A,0,0,2,Chef,1/14,1/15,ML Engineer,6/17,6/20,Senior SWE,11/10,11/12,9.03,0
1139,Colgate University,2.5,Phd,Detroit,F,N/A,1,N/A,3,Chef,1/10,1/19,Bus Driver,12/14,12/21,Bus Driver,11/10,11/22,6.35,0
1140,Colgate University,2.7,Bachelors,Washington D.C.,F,1,0,0,3,ML Engineer,2/10,2/11,Lawyer,1/22,12/22,Senior SWE,4/23,8/23,8.53,1
1141,Rhode Island School of Design,2.2,Masters,Detroit,M,N/A,1,1,0,ML Engineer,5/13,5/14,Junior SWE,5/13,5/14,Senior SWE,1/12,1/16,1.08,1
1142,Brown University,2.6,Bachelors,Washington D.C.,M,N/A,0,0,1,Lawyer,12/18,1/19,Senior SWE,5/19,5/20,Chef,12/13,12/14,6.81,0
1143,SUNY New Paltz,3.3,Masters,Detroit,F,1,1,1,4,ML Engineer,2/16,2/21,Lawyer,4/13,4/22,Data scientist,2/23,5/23,1.6,0
1144,Rhode Island School of Design,3.5,Masters,Detroit,F,1,1,N/A,1,Junior SWE,1/18,1/20,Lawyer,4/21,11/21,Chef,4/16,5/16,2.66,0
1145,SUNY Binghamton University,2.5,Phd,Los Angeles,N/A,1,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.78,0
1146,SUNY Binghamton University,1.3,Phd,Miami,N/A,0,1,0,0,Senior SWE,7/20,N/A,Junior SWE,7/10,7/13,Chef,11/16,11/20,5.0,0
1147,Brown University,1.6,Phd,New York City,F,1,0,0,3,Bus Driver,3/19,3/22,Junior SWE,2/19,6/19,ML Engineer,5/12,5/19,6.65,1
1148,SUNY New Paltz,1.9,Bachelors,Detroit,N/A,0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.17,0
1149,SUNY Binghamton University,3.0,Phd,Washington D.C.,M,0,1,1,4,Data scientist,9/11,9/17,Junior SWE,1/23,4/23,Chef,10/14,10/18,6.12,0
1150,Colgate University,2.3,Phd,New York City,M,1,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.11,0
1151,Colgate University,1.3,Phd,Los Angeles,M,0,0,0,4,Bus Driver,7/14,7/19,Bus Driver,3/23,4/23,Senior SWE,6/17,6/22,5.27,0
1152,SUNY Binghamton University,3.1,Phd,Washington D.C.,M,1,0,N/A,3,Lawyer,6/17,6/20,N/A,N/A,N/A,N/A,N/A,N/A,1.16,1
1153,Bentley University,1.6,Bachelors,Detroit,M,1,1,N/A,4,Senior SWE,8/19,8/20,N/A,N/A,N/A,N/A,N/A,N/A,1.58,1
1154,SUNY New Paltz,2.7,Phd,New York City,N/A,0,0,0,3,Bus Driver,11/19,11/20,Data scientist,12/21,1/22,ML Engineer,2/19,2/22,5.57,0
1155,Bentley University,3.7,Masters,Chicago,M,0,0,1,4,Senior SWE,3/21,3/22,Bus Driver,8/20,8/21,ML Engineer,7/13,7/21,5.39,0
1156,Providence College,1.2,Phd,Los Angeles,N/A,N/A,1,1,0,Chef,6/13,N/A,Senior SWE,6/18,9/18,Senior SWE,3/15,3/18,5.17,0
1157,Bentley University,3.6,Bachelors,Los Angeles,F,0,1,N/A,0,Bus Driver,11/13,11/22,Data scientist,11/19,12/19,Data scientist,2/22,7/22,2.66,0
1158,Bentley University,1.2,Bachelors,New York City,M,N/A,0,1,2,Data scientist,10/16,10/21,Lawyer,10/17,10/18,Chef,4/20,7/20,7.69,0
1159,Rhode Island School of Design,2.6,Bachelors,Los Angeles,F,0,1,N/A,4,Bus Driver,3/16,3/19,Senior SWE,11/11,11/16,Chef,10/13,10/16,3.64,0
1160,Bentley University,3.7,Phd,Providence,N/A,N/A,1,1,3,Chef,6/17,6/19,Senior SWE,4/16,4/22,N/A,N/A,N/A,2.04,0
1161,Bentley University,3.0,Bachelors,Los Angeles,F,N/A,0,1,3,Junior SWE,5/11,5/18,Chef,11/19,11/21,N/A,N/A,N/A,5.09,0
1162,Bentley University,3.4,Phd,Miami,N/A,1,1,0,4,Data scientist,8/10,8/12,Data scientist,4/20,4/21,Chef,2/14,6/14,3.0,0
1163,Rhode Island School of Design,1.3,Masters,Providence,M,N/A,1,1,1,Lawyer,9/20,9/21,N/A,N/A,N/A,N/A,N/A,N/A,6.42,1
1164,Rhode Island School of Design,1.9,Bachelors,Providence,F,0,0,N/A,2,Junior SWE,8/13,8/14,N/A,N/A,N/A,N/A,N/A,N/A,6.72,0
1165,Rhode Island School of Design,1.5,Phd,Providence,M,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1,1
1166,Providence College,1.9,Phd,Los Angeles,M,0,0,0,3,Data scientist,3/11,3/15,N/A,N/A,N/A,N/A,N/A,N/A,2.73,0
1167,Brown University,1.7,Phd,Providence,M,0,0,N/A,3,ML Engineer,3/23,10/23,Bus Driver,5/11,9/11,Lawyer,5/19,5/21,7.41,0
1168,SUNY New Paltz,3.8,Phd,Boston,N/A,0,1,1,2,Data scientist,3/14,3/17,Junior SWE,12/13,12/14,Data scientist,9/16,9/17,6.26,0
1169,Columbia University,3.5,Bachelors,Boston,M,0,1,1,4,Senior SWE,1/21,1/22,Chef,1/14,1/15,Chef,5/23,11/23,3.52,0
1170,Colgate University,3.8,Phd,New York City,N/A,1,1,N/A,0,Lawyer,5/13,5/15,Junior SWE,7/20,7/22,N/A,N/A,N/A,0.17,0
1171,Providence College,2.7,Phd,Los Angeles,N/A,1,0,0,0,Chef,2/12,2/18,ML Engineer,4/10,4/21,Junior SWE,11/12,11/18,9.35,0
1172,SUNY Binghamton University,1.3,Bachelors,Chicago,F,N/A,1,0,2,Data scientist,7/12,10/12,Lawyer,4/23,5/23,ML Engineer,8/15,8/17,6.33,0
1173,Rhode Island School of Design,2.8,Bachelors,Chicago,F,1,0,1,2,Chef,2/17,2/19,Bus Driver,11/23,12/23,Bus Driver,1/21,1/22,3.96,0
1174,Colgate University,2.6,Bachelors,Detroit,M,0,1,1,3,Senior SWE,10/12,10/22,ML Engineer,8/17,8/18,Bus Driver,9/19,9/22,1.74,1
1175,Providence College,3.5,Bachelors,Los Angeles,N/A,N/A,1,1,4,Bus Driver,10/18,10/21,Data scientist,3/19,3/22,Bus Driver,10/15,10/21,2.85,0
1176,Columbia University,1.3,Masters,Miami,N/A,1,0,0,1,Junior SWE,12/11,12/21,N/A,N/A,N/A,N/A,N/A,N/A,8.87,0
1177,SUNY New Paltz,2.6,Bachelors,Detroit,M,N/A,0,0,0,Bus Driver,12/22,1/23,Data scientist,8/22,11/22,Junior SWE,5/10,5/14,4.97,0
1178,SUNY New Paltz,3.2,Bachelors,Los Angeles,M,0,1,0,2,Chef,9/15,9/16,ML Engineer,1/11,1/20,Chef,1/20,1/21,4.37,1
1179,SUNY Binghamton University,2.3,Bachelors,New York City,M,N/A,0,0,2,Bus Driver,9/12,9/18,Senior SWE,5/23,11/23,Junior SWE,11/12,12/12,1.56,0
1180,SUNY New Paltz,1.3,Masters,Chicago,M,1,1,N/A,2,Lawyer,9/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.39,1
1181,Colgate University,1.6,Masters,Detroit,F,N/A,1,N/A,4,Bus Driver,3/19,3/21,Chef,3/17,3/18,Senior SWE,7/16,7/21,9.74,0
1182,Columbia University,3.2,Bachelors,Washington D.C.,F,0,0,1,0,Data scientist,9/19,9/20,N/A,N/A,N/A,N/A,N/A,N/A,8.38,0
1183,SUNY Binghamton University,3.9,Phd,Providence,M,1,0,1,0,Data scientist,8/10,8/21,Bus Driver,8/12,8/22,Junior SWE,6/14,6/18,6.82,1
1184,Columbia University,2.4,Phd,New York City,F,1,1,1,2,Senior SWE,3/23,5/23,Lawyer,11/18,12/18,Chef,1/21,2/21,1.56,0
1185,SUNY Binghamton University,2.4,Bachelors,Detroit,N/A,1,0,0,4,Bus Driver,11/18,12/18,Junior SWE,6/13,6/20,N/A,N/A,N/A,7.71,0
1186,Rhode Island School of Design,4.0,Phd,Miami,F,0,0,0,4,Chef,12/19,12/21,Chef,1/20,1/21,Data scientist,5/10,5/22,2.76,0
1187,SUNY Binghamton University,4.0,Bachelors,Miami,F,0,0,N/A,3,Lawyer,3/22,N/A,Data scientist,5/17,5/21,Senior SWE,6/17,6/19,4.23,0
1188,Colgate University,3.8,Bachelors,Providence,N/A,1,1,0,0,Chef,5/21,5/22,Chef,6/23,10/23,Data scientist,12/17,12/19,9.07,0
1189,Bentley University,2.1,Bachelors,Chicago,F,1,1,1,0,Lawyer,5/15,5/20,N/A,N/A,N/A,N/A,N/A,N/A,5.14,0
1190,Providence College,1.6,Bachelors,Chicago,F,N/A,1,1,3,ML Engineer,10/11,N/A,ML Engineer,7/10,7/14,Senior SWE,1/11,1/12,3.13,0
1191,Colgate University,2.4,Phd,Providence,M,1,1,N/A,1,Lawyer,10/14,10/19,Chef,6/13,6/18,Senior SWE,5/21,7/21,6.01,0
1192,Brown University,2.4,Masters,Providence,M,0,1,1,3,Senior SWE,7/19,7/20,Senior SWE,6/23,8/23,Bus Driver,1/18,1/22,1.63,0
1193,Bentley University,1.3,Phd,Detroit,M,N/A,0,1,0,ML Engineer,11/20,12/20,Data scientist,8/12,8/14,Data scientist,7/11,7/16,4.19,0
1194,Columbia University,1.3,Bachelors,New York City,N/A,1,0,0,2,Bus Driver,6/22,11/22,Data scientist,12/12,12/13,N/A,N/A,N/A,6.99,0
1195,Providence College,3.0,Phd,Detroit,F,N/A,1,N/A,4,Lawyer,1/20,1/22,Lawyer,12/13,12/17,Lawyer,8/11,8/17,8.03,0
1196,SUNY Binghamton University,3.8,Phd,Miami,M,1,1,0,3,Chef,2/10,2/19,ML Engineer,5/22,8/22,Junior SWE,3/11,3/17,4.1,0
1197,Providence College,3.8,Bachelors,Providence,F,0,0,1,3,ML Engineer,7/18,10/18,Lawyer,9/14,9/20,Senior SWE,1/23,3/23,5.08,0
1198,SUNY Binghamton University,1.5,Masters,Providence,M,0,1,N/A,4,Junior SWE,12/13,12/16,Senior SWE,8/14,8/15,Senior SWE,6/13,6/19,4.16,0
1199,Providence College,2.9,Bachelors,Detroit,F,0,1,0,0,Junior SWE,8/19,8/22,Lawyer,1/22,2/22,Bus Driver,6/21,6/22,5.22,0
1200,Bentley University,1.9,Bachelors,Detroit,N/A,0,1,0,3,Data scientist,11/13,12/13,Senior SWE,2/10,2/20,Bus Driver,12/21,12/22,9.95,0
1201,SUNY New Paltz,2.9,Masters,Chicago,M,N/A,0,0,3,Data scientist,4/16,N/A,Senior SWE,5/13,5/22,ML Engineer,11/20,11/21,3.0,0
1202,SUNY Binghamton University,2.9,Bachelors,Miami,M,0,1,1,3,Data scientist,9/18,9/22,Bus Driver,11/11,12/11,Senior SWE,5/11,5/20,1.82,0
1203,Bentley University,1.5,Phd,Los Angeles,N/A,0,0,N/A,1,Bus Driver,11/19,12/19,N/A,N/A,N/A,N/A,N/A,N/A,6.31,0
1204,Colgate University,1.3,Masters,Miami,N/A,N/A,1,0,3,Lawyer,3/22,5/22,Chef,6/23,12/23,Bus Driver,3/17,3/21,2.16,0
1205,Providence College,3.5,Masters,New York City,M,0,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.57,0
1206,Brown University,3.9,Bachelors,Detroit,N/A,N/A,0,N/A,3,Chef,4/21,5/21,Lawyer,8/15,8/16,Junior SWE,9/21,10/21,4.52,0
1207,Providence College,2.7,Bachelors,Washington D.C.,M,1,0,N/A,2,ML Engineer,7/13,7/20,Data scientist,7/22,8/22,N/A,N/A,N/A,1.93,0
1208,Colgate University,3.6,Bachelors,Miami,N/A,0,0,0,1,Chef,5/14,5/22,Bus Driver,6/22,9/22,Lawyer,8/10,8/15,0.76,0
1209,Bentley University,2.9,Phd,Washington D.C.,N/A,N/A,0,0,0,Bus Driver,8/22,11/22,Lawyer,12/21,1/22,Data scientist,7/20,7/22,6.39,0
1210,Colgate University,1.2,Phd,Chicago,F,1,0,N/A,4,Junior SWE,12/18,12/22,Bus Driver,10/15,11/15,Senior SWE,4/12,4/14,9.52,0
1211,Colgate University,2.3,Masters,Providence,F,0,0,0,3,Chef,11/18,11/19,ML Engineer,6/20,6/21,Chef,11/20,11/21,9.85,0
1212,Rhode Island School of Design,1.7,Bachelors,Miami,M,N/A,0,1,1,ML Engineer,1/17,1/20,Junior SWE,1/16,1/17,ML Engineer,11/12,11/15,5.52,0
1213,Colgate University,1.2,Bachelors,Providence,N/A,1,0,N/A,4,Data scientist,4/22,5/22,Data scientist,9/19,9/20,Data scientist,8/19,12/19,9.69,0
1214,Rhode Island School of Design,2.4,Masters,Providence,F,N/A,1,1,3,ML Engineer,11/21,11/22,Data scientist,1/10,1/13,Data scientist,9/16,9/17,0.17,0
1215,Providence College,1.6,Masters,Washington D.C.,F,N/A,0,1,4,ML Engineer,3/13,4/13,Senior SWE,6/20,10/20,N/A,N/A,N/A,2.14,0
1216,SUNY Binghamton University,1.4,Bachelors,New York City,F,0,1,0,0,Bus Driver,5/13,5/21,ML Engineer,8/10,8/11,N/A,N/A,N/A,4.6,0
1217,Rhode Island School of Design,3.6,Masters,Los Angeles,F,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.56,0
1218,SUNY Binghamton University,2.0,Bachelors,Miami,M,1,0,0,1,Chef,9/18,9/21,Senior SWE,11/11,11/22,N/A,N/A,N/A,8.97,1
1219,Rhode Island School of Design,1.6,Masters,Washington D.C.,N/A,N/A,0,N/A,0,ML Engineer,12/17,1/18,Lawyer,7/15,7/18,Junior SWE,8/22,10/22,1.22,0
1220,Brown University,1.2,Phd,New York City,N/A,1,0,1,0,Chef,1/21,N/A,Lawyer,7/17,7/18,Chef,12/11,12/20,9.04,0
1221,Bentley University,1.8,Bachelors,Washington D.C.,M,0,1,0,4,Junior SWE,1/12,1/17,Lawyer,11/12,11/16,Lawyer,8/12,8/21,1.06,1
1222,SUNY Binghamton University,1.2,Phd,Miami,F,0,0,N/A,2,Chef,3/12,3/20,Data scientist,4/16,4/21,Data scientist,4/22,11/22,7.82,0
1223,Bentley University,1.4,Bachelors,Boston,M,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.1,0
1224,SUNY Binghamton University,2.3,Phd,Providence,M,N/A,1,0,4,Lawyer,11/11,11/22,Lawyer,10/19,10/22,Junior SWE,6/19,6/20,1.94,0
1225,SUNY New Paltz,3.8,Masters,New York City,M,0,0,N/A,2,Lawyer,5/20,5/22,Lawyer,8/14,8/15,Lawyer,6/11,6/17,9.74,0
1226,Rhode Island School of Design,3.0,Phd,Miami,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.64,0
1227,SUNY Binghamton University,1.9,Phd,Washington D.C.,N/A,1,1,1,0,ML Engineer,12/12,12/21,ML Engineer,5/18,5/21,N/A,N/A,N/A,8.27,0
1228,Bentley University,2.9,Masters,Washington D.C.,M,N/A,0,N/A,2,Lawyer,6/20,6/22,N/A,N/A,N/A,N/A,N/A,N/A,3.91,0
1229,Colgate University,1.9,Phd,Miami,N/A,N/A,0,1,2,ML Engineer,3/12,9/12,Senior SWE,10/16,10/17,Chef,12/20,12/21,8.42,0
1230,Columbia University,3.0,Masters,Providence,N/A,N/A,1,1,3,ML Engineer,3/10,3/21,Senior SWE,9/21,12/21,N/A,N/A,N/A,3.64,0
1231,Providence College,3.3,Phd,Detroit,F,N/A,1,1,2,ML Engineer,4/10,4/11,Lawyer,7/18,7/19,Chef,9/12,9/18,6.01,0
1232,SUNY New Paltz,2.8,Bachelors,New York City,N/A,0,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.92,0
1233,Rhode Island School of Design,2.2,Phd,Chicago,F,0,1,0,1,Senior SWE,7/22,9/22,Chef,2/12,8/12,Junior SWE,5/10,5/19,5.43,0
1234,SUNY New Paltz,3.8,Bachelors,Washington D.C.,F,1,0,0,4,ML Engineer,3/13,3/21,Chef,12/13,1/14,Data scientist,1/18,1/22,0.66,0
1235,Columbia University,3.4,Bachelors,Providence,M,0,0,N/A,1,Data scientist,10/22,11/22,Junior SWE,6/19,6/20,ML Engineer,7/13,12/13,7.5,0
1236,Brown University,3.7,Phd,Detroit,M,N/A,1,1,0,Data scientist,1/23,2/23,Data scientist,7/15,7/20,Junior SWE,8/22,12/22,0.41,0
1237,Bentley University,3.0,Phd,Boston,F,N/A,1,N/A,1,Bus Driver,10/10,11/10,Senior SWE,10/16,10/22,Bus Driver,5/14,5/21,8.44,1
1238,Columbia University,2.6,Masters,Providence,M,0,0,N/A,2,Data scientist,11/19,11/21,ML Engineer,11/18,11/20,ML Engineer,2/21,2/22,8.06,1
1239,Brown University,3.1,Masters,Detroit,F,1,0,0,0,Junior SWE,9/17,9/22,ML Engineer,1/12,1/19,Data scientist,3/20,12/20,9.2,0
1240,Bentley University,2.1,Masters,Chicago,M,N/A,1,0,2,Chef,10/22,11/22,Data scientist,12/18,12/21,N/A,N/A,N/A,4.76,0
1241,SUNY New Paltz,3.5,Bachelors,Miami,N/A,0,0,N/A,4,Bus Driver,5/21,5/22,Data scientist,7/14,8/14,Data scientist,8/14,8/16,5.37,0
1242,Rhode Island School of Design,2.9,Bachelors,Detroit,F,0,1,1,4,ML Engineer,5/22,9/22,N/A,N/A,N/A,N/A,N/A,N/A,1.74,1
1243,Brown University,1.2,Masters,Providence,M,0,0,1,4,Data scientist,4/23,12/23,Chef,12/12,12/20,Chef,1/17,1/18,8.96,0
1244,Rhode Island School of Design,2.6,Masters,New York City,F,N/A,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.81,0
1245,Providence College,2.4,Phd,Miami,F,1,1,0,1,Bus Driver,1/21,N/A,Lawyer,1/20,5/20,Junior SWE,5/17,5/21,2.25,0
1246,SUNY Binghamton University,3.8,Masters,Chicago,M,1,1,0,0,Junior SWE,2/17,11/17,Data scientist,11/14,11/19,Chef,8/13,8/17,7.67,1
1247,Providence College,1.3,Masters,Los Angeles,N/A,N/A,0,0,1,Senior SWE,4/16,4/17,Bus Driver,7/13,10/13,Bus Driver,8/20,8/22,0.84,0
1248,Providence College,2.4,Masters,Detroit,F,0,0,0,0,Data scientist,10/23,11/23,Bus Driver,7/12,7/22,Senior SWE,9/23,11/23,9.38,0
1249,Providence College,1.5,Masters,Detroit,N/A,1,1,0,0,ML Engineer,1/12,7/12,Junior SWE,8/23,10/23,Lawyer,1/20,1/22,8.57,0
1250,SUNY New Paltz,1.6,Phd,New York City,F,N/A,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.71,1
1251,Bentley University,3.6,Masters,Chicago,F,1,1,N/A,0,Chef,4/15,4/21,Senior SWE,2/15,2/21,Senior SWE,7/21,9/21,2.2,1
1252,Brown University,3.9,Phd,Detroit,N/A,1,1,1,1,Senior SWE,2/22,12/22,Lawyer,5/20,5/22,Senior SWE,7/11,7/21,1.01,0
1253,Providence College,3.0,Bachelors,Boston,N/A,0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.14,0
1254,Rhode Island School of Design,3.4,Phd,Chicago,M,0,1,N/A,3,Junior SWE,12/21,12/22,Lawyer,4/10,4/18,ML Engineer,3/11,3/13,5.07,0
1255,Rhode Island School of Design,3.0,Phd,Miami,M,1,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.26,0
1256,Rhode Island School of Design,3.6,Masters,Chicago,N/A,N/A,0,1,4,Bus Driver,7/10,8/10,Lawyer,11/19,11/22,Bus Driver,7/11,7/17,3.01,0
1257,SUNY Binghamton University,3.4,Phd,Providence,N/A,1,0,1,2,Chef,10/18,10/21,Data scientist,1/23,7/23,Senior SWE,5/20,5/22,2.05,0
1258,Providence College,1.8,Phd,Providence,M,0,1,N/A,0,Bus Driver,9/14,9/19,Junior SWE,11/19,11/20,Bus Driver,9/20,9/21,0.89,1
1259,Colgate University,3.9,Phd,Washington D.C.,M,N/A,0,0,4,Bus Driver,6/20,6/22,Chef,7/10,7/19,Data scientist,8/22,12/22,7.9,0
1260,Columbia University,4.0,Masters,Miami,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.21,0
1261,SUNY New Paltz,2.4,Masters,Washington D.C.,N/A,0,1,1,0,ML Engineer,8/18,8/19,Lawyer,6/23,11/23,Chef,3/11,3/12,4.09,0
1262,Brown University,2.6,Bachelors,Boston,F,1,1,0,3,Lawyer,1/18,7/18,Data scientist,1/11,1/17,Chef,3/17,3/21,8.95,0
1263,Bentley University,3.2,Phd,Boston,N/A,N/A,0,N/A,3,Junior SWE,5/12,5/15,ML Engineer,7/18,7/20,ML Engineer,10/17,12/17,5.46,0
1264,SUNY New Paltz,2.3,Masters,Washington D.C.,N/A,1,1,1,4,Junior SWE,2/21,N/A,Junior SWE,1/16,1/22,Chef,12/10,12/17,9.21,0
1265,Providence College,1.6,Phd,New York City,F,1,1,0,4,Bus Driver,3/23,6/23,Chef,11/17,11/21,N/A,N/A,N/A,1.46,0
1266,Providence College,4.0,Bachelors,Washington D.C.,F,1,1,N/A,3,Junior SWE,4/11,4/20,Lawyer,3/23,9/23,ML Engineer,8/18,8/20,8.34,0
1267,Brown University,2.9,Phd,Chicago,F,0,0,N/A,0,ML Engineer,12/20,1/21,ML Engineer,11/23,12/23,ML Engineer,3/21,3/22,9.92,0
1268,Bentley University,3.1,Phd,New York City,M,1,0,0,2,Data scientist,8/19,8/20,ML Engineer,3/13,3/19,Data scientist,9/16,9/17,8.85,0
1269,Rhode Island School of Design,3.6,Bachelors,Providence,M,N/A,0,1,3,Data scientist,2/22,3/22,Junior SWE,3/17,3/19,Data scientist,5/11,5/12,2.6,0
1270,SUNY New Paltz,3.3,Masters,Miami,F,N/A,0,1,3,Data scientist,6/16,6/18,Data scientist,2/10,2/22,Bus Driver,5/12,5/15,8.42,0
1271,Columbia University,3.7,Masters,Miami,M,0,1,0,1,Chef,5/10,9/10,Bus Driver,2/20,8/20,Bus Driver,2/10,2/18,5.31,0
1272,Columbia University,3.4,Phd,Washington D.C.,M,0,0,0,1,Bus Driver,4/11,4/15,Data scientist,2/21,2/22,Junior SWE,8/22,10/22,0.28,0
1273,SUNY Binghamton University,1.6,Masters,Boston,F,N/A,0,1,1,Bus Driver,5/13,5/18,Chef,11/12,11/15,Data scientist,8/13,8/17,6.14,0
1274,Rhode Island School of Design,2.6,Masters,Boston,F,0,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.89,1
1275,Bentley University,2.2,Bachelors,New York City,N/A,N/A,0,1,0,Chef,4/12,4/17,N/A,N/A,N/A,N/A,N/A,N/A,7.55,0
1276,SUNY Binghamton University,1.7,Phd,Miami,F,N/A,1,1,0,Data scientist,5/14,5/15,Chef,3/19,8/19,Chef,10/15,10/22,3.66,0
1277,SUNY New Paltz,3.1,Masters,Detroit,M,0,1,1,2,Bus Driver,5/12,5/22,Junior SWE,1/19,1/21,Junior SWE,1/14,1/16,0.55,0
1278,Brown University,1.3,Phd,Boston,F,1,0,N/A,2,Data scientist,11/18,11/19,Junior SWE,8/10,8/12,Senior SWE,1/18,10/18,6.51,0
1279,Providence College,1.3,Phd,Washington D.C.,M,0,1,N/A,4,Chef,10/11,10/22,Senior SWE,12/12,1/13,ML Engineer,4/10,4/16,3.72,1
1280,Colgate University,1.5,Masters,New York City,F,0,1,1,4,ML Engineer,4/17,4/19,Bus Driver,1/20,1/21,Data scientist,8/23,9/23,8.63,1
