Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
466,Columbia University,3.6000000000000023,Phd,Chicago,N/A,N/A,1,0,1,ML Engineer,6/13,6/19,Bus Driver,3/10,3/16,Lawyer,10/21,10/22
467,Bentley University,4.000000000000003,Masters,Los Angeles,M,1,0,0,2,Bus Driver,1/12,1/22,Senior SWE,1/12,1/15,Data scientist,3/16,3/19
468,Colgate University,1.5000000000000002,Phd,New York City,N/A,N/A,1,N/A,3,Chef,1/19,10/19,Junior SWE,11/19,11/21,Junior SWE,3/19,5/19
469,Columbia University,1.8000000000000005,Bachelors,Detroit,M,1,1,N/A,1,ML Engineer,12/16,12/22,Junior SWE,3/19,3/22,Bus Driver,7/11,7/17
470,Providence College,1.3,Masters,Washington D.C.,F,0,0,0,3,Data scientist,6/17,6/18,N/A,N/A,N/A,N/A,N/A,N/A
471,Colgate University,2.8000000000000016,Bachelors,Chicago,M,1,1,N/A,3,Lawyer,7/11,7/22,Bus Driver,8/14,8/19,Data scientist,3/21,3/22
472,Providence College,2.6000000000000014,Bachelors,Los Angeles,N/A,N/A,1,0,1,Bus Driver,8/10,8/15,ML Engineer,7/10,7/16,Data scientist,8/10,8/22
473,Bentley University,2.9000000000000012,Phd,Chicago,N/A,0,0,1,3,Lawyer,10/10,10/12,N/A,N/A,N/A,N/A,N/A,N/A
474,Providence College,2.3000000000000007,Masters,Boston,M,0,1,0,3,Senior SWE,10/12,10/22,Data scientist,4/19,4/20,Lawyer,2/22,8/22
475,Columbia University,3.3000000000000016,Bachelors,Washington D.C.,F,1,1,N/A,1,Senior SWE,10/10,10/15,Junior SWE,6/11,6/12,ML Engineer,12/17,12/19
476,Rhode Island School of Design,3.5000000000000018,Phd,Boston,F,1,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
477,Rhode Island School of Design,2.8000000000000016,Phd,Detroit,N/A,0,0,1,0,ML Engineer,4/12,4/16,Senior SWE,2/10,2/14,Bus Driver,8/21,8/22
478,Bentley University,3.700000000000002,Phd,Chicago,M,1,0,N/A,4,Chef,6/13,6/17,ML Engineer,2/18,2/21,Bus Driver,12/12,12/14
479,Brown University,2.200000000000001,Phd,New York City,M,N/A,1,1,2,Chef,12/20,12/21,Senior SWE,10/20,10/21,Senior SWE,8/17,8/21
480,SUNY New Paltz,1.5000000000000002,Phd,Washington D.C.,N/A,N/A,0,0,2,Junior SWE,9/22,12/22,N/A,N/A,N/A,N/A,N/A,N/A
481,Rhode Island School of Design,1.2,Phd,Boston,N/A,0,1,0,1,Chef,9/14,9/15,N/A,N/A,N/A,N/A,N/A,N/A
482,Rhode Island School of Design,2.3000000000000007,Bachelors,Boston,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
483,SUNY Binghamton University,1.7000000000000004,Masters,Detroit,F,N/A,1,1,3,ML Engineer,6/11,6/22,Data scientist,9/12,10/12,Chef,7/20,7/22
484,SUNY Binghamton University,4.000000000000003,Bachelors,Detroit,M,0,0,1,1,Junior SWE,8/23,12/23,Junior SWE,7/17,7/20,Junior SWE,10/12,10/14
485,Colgate University,3.3000000000000016,Phd,Boston,N/A,0,1,0,1,Lawyer,6/19,6/20,ML Engineer,11/13,11/21,N/A,N/A,N/A
486,SUNY New Paltz,1.8000000000000005,Masters,Los Angeles,F,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
487,SUNY New Paltz,2.4000000000000012,Phd,Detroit,F,N/A,1,N/A,0,ML Engineer,10/19,10/21,Data scientist,3/15,3/18,Data scientist,12/13,12/20
488,Rhode Island School of Design,3.5000000000000018,Phd,Chicago,M,1,1,0,3,Senior SWE,1/11,5/11,N/A,N/A,N/A,N/A,N/A,N/A
489,SUNY Binghamton University,2.1000000000000005,Bachelors,Boston,M,0,0,0,2,Bus Driver,6/10,6/18,ML Engineer,1/12,1/20,Junior SWE,12/21,1/22
490,Providence College,1.7000000000000004,Masters,Washington D.C.,F,0,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
491,Rhode Island School of Design,2.700000000000001,Masters,New York City,N/A,N/A,0,N/A,4,Senior SWE,1/15,1/22,Lawyer,4/23,12/23,ML Engineer,11/22,12/22
492,Columbia University,2.4000000000000012,Phd,Boston,N/A,1,1,1,4,Junior SWE,9/10,N/A,Junior SWE,7/20,7/22,Junior SWE,7/14,7/16
493,SUNY Binghamton University,2.3000000000000007,Phd,Chicago,F,1,0,N/A,2,Chef,8/10,8/19,Lawyer,4/14,4/17,N/A,N/A,N/A
494,SUNY Binghamton University,1.4000000000000001,Phd,Boston,F,N/A,1,0,0,Senior SWE,3/16,11/16,Junior SWE,5/22,12/22,Chef,1/21,10/21
495,SUNY New Paltz,1.8000000000000005,Bachelors,Miami,M,1,1,0,0,Lawyer,4/20,4/21,Data scientist,7/10,9/10,Junior SWE,8/17,8/18
496,Columbia University,3.3000000000000016,Masters,Detroit,N/A,0,1,0,2,Junior SWE,6/16,6/21,Data scientist,1/16,1/17,N/A,N/A,N/A
497,Brown University,1.4000000000000001,Bachelors,New York City,N/A,0,0,1,2,Data scientist,7/11,10/11,ML Engineer,3/19,11/19,Bus Driver,9/21,12/21
498,Columbia University,3.200000000000002,Phd,Miami,F,N/A,0,0,2,Chef,7/21,7/22,Junior SWE,9/14,9/16,Lawyer,12/16,12/19
499,Rhode Island School of Design,1.2,Bachelors,New York City,F,1,1,N/A,3,Chef,9/14,9/17,Junior SWE,5/14,5/20,Lawyer,8/16,8/17
500,Brown University,1.7000000000000004,Bachelors,New York City,N/A,N/A,0,1,4,Bus Driver,11/18,11/21,Chef,12/11,12/19,Senior SWE,2/11,2/16
501,Bentley University,3.8000000000000025,Masters,New York City,M,N/A,0,N/A,4,Data scientist,11/20,11/21,Lawyer,10/12,10/14,Lawyer,11/10,11/18
502,Brown University,3.0000000000000018,Bachelors,Chicago,N/A,1,0,0,3,Bus Driver,1/23,N/A,Chef,6/16,6/21,ML Engineer,3/18,3/20
503,SUNY New Paltz,2.500000000000001,Phd,Washington D.C.,N/A,N/A,0,1,0,ML Engineer,9/15,9/16,Data scientist,6/10,6/20,Junior SWE,6/20,12/20
504,Brown University,3.0000000000000018,Phd,Detroit,N/A,0,0,N/A,1,Data scientist,5/14,5/16,Senior SWE,3/22,7/22,Lawyer,9/15,9/20
505,Bentley University,2.4000000000000012,Masters,Providence,M,1,1,0,1,Senior SWE,1/14,1/16,Data scientist,5/10,5/12,Data scientist,2/11,2/17
506,Colgate University,1.6000000000000003,Phd,Chicago,M,1,1,N/A,0,Senior SWE,3/15,3/20,Junior SWE,6/19,6/20,Lawyer,9/14,12/14
507,SUNY Binghamton University,3.3000000000000016,Masters,Boston,N/A,N/A,1,0,0,Junior SWE,10/21,12/21,Bus Driver,2/15,2/21,Senior SWE,9/10,9/11
508,Providence College,3.200000000000002,Phd,Providence,N/A,1,0,1,3,Lawyer,12/17,12/19,Lawyer,4/21,11/21,Senior SWE,3/14,3/21
509,Rhode Island School of Design,3.6000000000000023,Masters,Washington D.C.,N/A,1,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
510,Rhode Island School of Design,2.700000000000001,Masters,Washington D.C.,M,1,0,1,1,Senior SWE,6/19,6/20,N/A,N/A,N/A,N/A,N/A,N/A
511,SUNY New Paltz,1.5000000000000002,Masters,New York City,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
512,Providence College,1.5000000000000002,Phd,New York City,F,0,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
513,Brown University,2.1000000000000005,Masters,Miami,N/A,0,1,1,4,Chef,2/20,2/22,Lawyer,12/14,12/15,Senior SWE,1/14,1/19
514,Providence College,1.2,Phd,Boston,N/A,1,0,0,1,Bus Driver,11/18,11/22,N/A,N/A,N/A,N/A,N/A,N/A
515,Providence College,1.9000000000000006,Masters,Boston,M,1,1,1,4,Junior SWE,12/23,1/24,ML Engineer,11/17,12/17,N/A,N/A,N/A
516,Brown University,2.6000000000000014,Bachelors,Detroit,M,N/A,0,1,0,Junior SWE,10/18,10/19,Data scientist,2/23,6/23,ML Engineer,12/19,12/20
517,Brown University,3.200000000000002,Bachelors,Washington D.C.,F,N/A,0,0,1,Junior SWE,12/19,12/20,ML Engineer,11/10,11/11,Data scientist,4/10,4/19
518,Colgate University,3.5000000000000018,Masters,Providence,F,N/A,0,N/A,4,Data scientist,6/13,6/21,Chef,10/15,10/22,N/A,N/A,N/A
519,Colgate University,2.700000000000001,Phd,Boston,N/A,1,1,0,4,Lawyer,5/12,5/22,ML Engineer,2/14,2/21,Senior SWE,8/16,8/19
520,SUNY New Paltz,3.900000000000002,Bachelors,Miami,F,0,0,1,0,Junior SWE,8/16,8/20,Chef,1/17,1/21,Lawyer,9/14,9/22
521,Columbia University,2.200000000000001,Masters,Boston,M,1,0,1,0,Chef,6/15,6/18,ML Engineer,10/16,10/21,Senior SWE,5/10,5/22
522,Bentley University,3.900000000000002,Phd,Chicago,F,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
523,Bentley University,1.4000000000000001,Bachelors,New York City,N/A,1,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
524,Providence College,2.700000000000001,Masters,Miami,F,N/A,1,N/A,0,Junior SWE,10/14,N/A,Data scientist,3/22,5/22,Bus Driver,1/15,1/22
525,Providence College,2.6000000000000014,Phd,Los Angeles,F,N/A,0,N/A,1,Senior SWE,1/13,1/21,N/A,N/A,N/A,N/A,N/A,N/A
526,SUNY Binghamton University,3.400000000000002,Masters,Chicago,N/A,N/A,0,0,0,Senior SWE,5/15,5/16,Data scientist,5/18,5/22,ML Engineer,11/20,11/22
527,Brown University,2.9000000000000012,Bachelors,New York City,M,1,1,1,1,Data scientist,7/12,N/A,Bus Driver,1/10,1/15,Junior SWE,9/14,11/14
528,Columbia University,3.5000000000000018,Bachelors,Providence,M,0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
529,SUNY New Paltz,2.6000000000000014,Masters,Boston,F,N/A,1,N/A,0,ML Engineer,4/10,4/21,ML Engineer,7/18,9/18,Lawyer,2/14,2/19
530,Brown University,1.8000000000000005,Masters,Washington D.C.,F,1,1,1,3,ML Engineer,8/19,8/22,Data scientist,1/13,1/19,Junior SWE,7/22,11/22
531,Brown University,2.500000000000001,Masters,Miami,M,0,1,N/A,0,Junior SWE,10/14,N/A,ML Engineer,6/22,9/22,Chef,10/12,10/22
532,Columbia University,2.1000000000000005,Masters,Washington D.C.,F,1,0,1,2,ML Engineer,11/13,11/16,Junior SWE,12/15,12/18,ML Engineer,6/22,7/22
533,Bentley University,3.700000000000002,Phd,New York City,F,1,1,1,4,Lawyer,12/21,12/22,Chef,3/22,8/22,Lawyer,3/23,7/23
534,Colgate University,2.8000000000000016,Bachelors,Detroit,M,N/A,0,N/A,3,Bus Driver,9/21,N/A,Data scientist,4/16,4/18,Lawyer,3/21,3/22
535,Brown University,4.000000000000003,Masters,Detroit,F,N/A,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
536,Brown University,1.8000000000000005,Bachelors,Chicago,N/A,1,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
537,SUNY New Paltz,2.700000000000001,Masters,Detroit,F,N/A,1,N/A,0,Data scientist,5/13,5/15,Lawyer,9/12,9/15,N/A,N/A,N/A
538,Providence College,1.4000000000000001,Masters,Chicago,N/A,N/A,1,N/A,2,ML Engineer,4/22,9/22,N/A,N/A,N/A,N/A,N/A,N/A
539,Bentley University,1.4000000000000001,Phd,Providence,M,N/A,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
540,Bentley University,3.400000000000002,Phd,Detroit,F,0,1,N/A,1,Senior SWE,6/10,6/20,Lawyer,6/22,9/22,Lawyer,3/14,3/18
541,Bentley University,4.000000000000003,Phd,New York City,N/A,N/A,1,0,3,ML Engineer,7/12,7/22,ML Engineer,11/12,11/22,Bus Driver,4/23,11/23
542,SUNY New Paltz,3.5000000000000018,Phd,New York City,N/A,N/A,0,N/A,4,Bus Driver,9/11,9/12,Senior SWE,4/16,4/21,Lawyer,6/20,6/22
543,Providence College,2.200000000000001,Masters,Miami,F,0,1,N/A,0,Junior SWE,11/11,11/16,Lawyer,12/17,12/20,Lawyer,12/12,12/20
544,Colgate University,3.200000000000002,Bachelors,New York City,F,1,1,1,3,Lawyer,8/21,9/21,Lawyer,2/13,2/15,Senior SWE,3/23,6/23
545,Bentley University,3.5000000000000018,Phd,Los Angeles,F,N/A,1,0,2,Data scientist,6/12,6/16,Senior SWE,10/10,10/22,Senior SWE,2/12,2/13
546,Rhode Island School of Design,2.3000000000000007,Masters,Boston,N/A,0,0,N/A,4,Chef,11/23,12/23,Junior SWE,8/16,8/18,Data scientist,10/16,10/19
547,Brown University,1.5000000000000002,Masters,Chicago,N/A,N/A,1,1,1,Bus Driver,9/23,12/23,Data scientist,5/15,5/16,Bus Driver,7/22,9/22
548,Bentley University,3.1000000000000014,Phd,Miami,F,0,0,1,2,Bus Driver,8/15,8/16,Chef,4/16,12/16,Junior SWE,4/19,4/21
549,Bentley University,1.7000000000000004,Bachelors,Los Angeles,N/A,0,0,0,2,ML Engineer,3/15,3/22,Data scientist,7/19,7/22,Lawyer,9/20,9/22
550,Brown University,3.400000000000002,Masters,Providence,M,1,1,N/A,4,Junior SWE,11/13,12/13,Lawyer,4/20,6/20,Data scientist,1/14,1/19
551,SUNY Binghamton University,1.2,Phd,Providence,N/A,N/A,1,N/A,0,Senior SWE,2/18,2/22,Junior SWE,8/11,8/13,Data scientist,9/23,10/23
552,Brown University,3.700000000000002,Phd,Boston,F,0,0,1,0,Lawyer,4/19,4/20,Bus Driver,6/12,6/19,Chef,3/14,3/20
553,Colgate University,1.7000000000000004,Bachelors,Miami,F,0,0,0,1,Junior SWE,2/14,2/16,Lawyer,10/16,10/17,Data scientist,9/14,9/15
554,Brown University,1.5000000000000002,Bachelors,Washington D.C.,F,N/A,1,0,3,Bus Driver,2/11,2/21,Data scientist,12/23,1/24,Chef,3/13,3/19
555,Providence College,1.3,Masters,Providence,N/A,N/A,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
556,Rhode Island School of Design,3.0000000000000018,Phd,Providence,N/A,1,0,0,2,Senior SWE,5/20,5/21,Lawyer,1/21,4/21,Lawyer,10/14,10/20
557,Bentley University,2.4000000000000012,Masters,New York City,F,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
558,Columbia University,3.3000000000000016,Bachelors,New York City,N/A,0,1,1,2,Junior SWE,9/20,9/21,N/A,N/A,N/A,N/A,N/A,N/A
559,SUNY New Paltz,2.6000000000000014,Phd,Boston,M,N/A,0,N/A,1,Chef,4/11,N/A,Senior SWE,10/10,10/12,Junior SWE,9/14,11/14
560,Colgate University,2.500000000000001,Bachelors,Los Angeles,F,0,0,0,2,Data scientist,8/20,8/21,Data scientist,3/16,3/19,Junior SWE,6/18,6/20
561,Rhode Island School of Design,3.900000000000002,Bachelors,Miami,F,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
562,SUNY Binghamton University,2.4000000000000012,Masters,Chicago,N/A,1,0,N/A,3,Bus Driver,6/13,6/22,Junior SWE,5/10,5/15,Data scientist,12/23,1/24
563,Bentley University,2.000000000000001,Bachelors,Miami,M,1,0,1,1,Junior SWE,4/14,4/22,Bus Driver,1/22,7/22,Lawyer,8/17,11/17
564,SUNY Binghamton University,3.0000000000000018,Phd,Boston,M,0,0,N/A,0,Lawyer,9/21,10/21,Chef,4/15,4/18,Lawyer,5/18,5/21
565,Providence College,2.8000000000000016,Bachelors,Detroit,M,1,0,N/A,3,Bus Driver,9/12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
566,SUNY New Paltz,2.000000000000001,Masters,Providence,F,0,1,N/A,0,Lawyer,7/20,12/20,Senior SWE,6/13,6/20,N/A,N/A,N/A
567,Columbia University,3.3000000000000016,Masters,Washington D.C.,N/A,1,0,1,0,Senior SWE,11/14,11/15,Bus Driver,2/16,2/21,Junior SWE,10/18,10/22
568,Colgate University,3.3000000000000016,Masters,Providence,N/A,N/A,0,1,3,Senior SWE,5/20,5/22,N/A,N/A,N/A,N/A,N/A,N/A
569,Colgate University,2.1000000000000005,Phd,Chicago,N/A,N/A,0,0,2,Data scientist,1/22,N/A,ML Engineer,11/22,12/22,Senior SWE,2/18,9/18
570,SUNY New Paltz,3.5000000000000018,Phd,Detroit,N/A,1,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
571,SUNY Binghamton University,1.5000000000000002,Phd,Chicago,M,N/A,0,1,2,Bus Driver,1/22,7/22,Chef,2/11,2/12,ML Engineer,4/14,4/15
572,SUNY Binghamton University,4.000000000000003,Bachelors,Chicago,M,1,1,1,4,Senior SWE,9/11,9/22,Lawyer,11/16,11/20,Senior SWE,8/19,8/22
573,Colgate University,4.000000000000003,Phd,Detroit,N/A,0,1,N/A,0,Bus Driver,2/13,2/16,N/A,N/A,N/A,N/A,N/A,N/A
574,Colgate University,1.7000000000000004,Bachelors,Miami,N/A,1,1,1,4,Senior SWE,4/17,N/A,Bus Driver,1/21,1/22,Lawyer,1/11,1/17
575,Providence College,2.1000000000000005,Masters,Los Angeles,N/A,N/A,1,N/A,3,Bus Driver,12/23,1/24,Lawyer,2/14,2/17,ML Engineer,11/15,12/15
576,Providence College,3.5000000000000018,Phd,Chicago,M,1,1,N/A,0,Chef,10/10,10/20,Junior SWE,12/21,12/22,Data scientist,3/23,4/23
577,Rhode Island School of Design,3.400000000000002,Phd,Detroit,F,0,1,0,1,Bus Driver,9/14,9/16,Data scientist,4/14,11/14,ML Engineer,6/20,6/21
578,Rhode Island School of Design,2.4000000000000012,Bachelors,Boston,M,1,1,1,0,ML Engineer,2/16,2/17,ML Engineer,7/15,7/21,Chef,6/23,7/23
579,Rhode Island School of Design,3.5000000000000018,Bachelors,Boston,M,0,1,1,0,ML Engineer,6/19,6/20,Lawyer,10/14,12/14,N/A,N/A,N/A
580,Rhode Island School of Design,1.8000000000000005,Phd,Washington D.C.,M,N/A,1,0,2,Lawyer,11/20,12/20,N/A,N/A,N/A,N/A,N/A,N/A
581,SUNY Binghamton University,1.6000000000000003,Bachelors,New York City,M,0,1,0,1,Senior SWE,11/17,11/22,Senior SWE,7/11,7/19,Lawyer,4/13,4/18
582,Rhode Island School of Design,4.000000000000003,Phd,New York City,M,0,0,N/A,3,Bus Driver,10/18,10/19,Data scientist,3/10,3/17,Bus Driver,1/20,10/20
583,Rhode Island School of Design,2.200000000000001,Masters,Chicago,M,0,1,N/A,4,Data scientist,12/20,1/21,Lawyer,8/17,8/19,Lawyer,12/18,12/20
584,Rhode Island School of Design,2.1000000000000005,Masters,Washington D.C.,M,0,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
585,SUNY New Paltz,3.8000000000000025,Masters,Boston,M,0,1,0,0,Junior SWE,4/14,N/A,Chef,7/14,7/22,Junior SWE,12/11,12/17
586,Brown University,3.5000000000000018,Masters,Boston,M,1,0,1,3,Junior SWE,3/15,N/A,ML Engineer,5/20,5/21,Chef,9/15,9/18
587,Brown University,2.8000000000000016,Bachelors,Los Angeles,N/A,0,1,N/A,4,Bus Driver,11/11,11/14,N/A,N/A,N/A,N/A,N/A,N/A
588,Colgate University,1.9000000000000006,Bachelors,New York City,M,0,1,0,3,Junior SWE,9/12,9/14,Bus Driver,4/10,4/16,Junior SWE,2/19,2/20
589,Bentley University,2.000000000000001,Bachelors,New York City,M,1,1,0,3,Lawyer,8/23,11/23,Data scientist,5/20,11/20,ML Engineer,1/11,1/22
590,Rhode Island School of Design,1.7000000000000004,Masters,Providence,F,N/A,0,1,0,Bus Driver,7/13,7/15,Junior SWE,2/12,2/16,N/A,N/A,N/A
591,Providence College,2.9000000000000012,Bachelors,Washington D.C.,F,N/A,0,N/A,2,Junior SWE,9/20,12/20,N/A,N/A,N/A,N/A,N/A,N/A
592,SUNY Binghamton University,3.0000000000000018,Masters,Chicago,N/A,0,1,N/A,1,Junior SWE,1/18,11/18,Bus Driver,3/22,6/22,Lawyer,8/23,10/23
593,Brown University,1.2,Bachelors,Providence,F,0,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
594,Providence College,4.000000000000003,Bachelors,Detroit,N/A,1,0,N/A,0,ML Engineer,1/19,3/19,Bus Driver,7/12,7/15,Lawyer,3/21,3/22
595,Providence College,1.5000000000000002,Bachelors,Chicago,F,N/A,0,1,2,Senior SWE,6/19,12/19,ML Engineer,3/12,3/17,Chef,10/18,10/21
596,Columbia University,3.5000000000000018,Phd,Chicago,N/A,1,1,1,0,Chef,5/21,5/22,Bus Driver,7/21,7/22,Junior SWE,5/16,5/20
597,Rhode Island School of Design,2.4000000000000012,Masters,Providence,M,0,1,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
598,SUNY New Paltz,2.6000000000000014,Bachelors,Providence,F,1,0,0,2,Bus Driver,12/20,N/A,Lawyer,10/10,10/17,Chef,11/21,11/22
599,Rhode Island School of Design,3.200000000000002,Bachelors,New York City,N/A,0,0,N/A,2,Data scientist,1/23,4/23,Bus Driver,3/17,3/20,Senior SWE,7/23,8/23
600,Columbia University,4.000000000000003,Bachelors,Washington D.C.,F,1,1,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
601,SUNY Binghamton University,1.7000000000000004,Phd,Miami,M,1,0,1,1,Junior SWE,7/19,12/19,Bus Driver,7/14,7/17,Chef,1/10,1/19
602,Rhode Island School of Design,2.4000000000000012,Masters,Miami,M,1,0,0,3,Junior SWE,1/12,1/21,Junior SWE,3/16,3/19,ML Engineer,8/14,8/20
603,Brown University,2.1000000000000005,Bachelors,Providence,M,0,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
604,Colgate University,2.700000000000001,Bachelors,Chicago,M,1,1,0,0,Bus Driver,8/17,11/17,Bus Driver,2/14,2/17,Lawyer,5/12,5/15
605,SUNY New Paltz,3.8000000000000025,Bachelors,Washington D.C.,N/A,N/A,1,1,2,Lawyer,9/12,9/21,Junior SWE,4/19,4/22,Data scientist,12/22,1/23
606,Columbia University,2.500000000000001,Bachelors,New York City,N/A,0,1,1,0,Junior SWE,7/13,7/17,Bus Driver,7/10,7/12,Junior SWE,3/22,6/22
607,SUNY New Paltz,2.1000000000000005,Bachelors,Washington D.C.,N/A,1,1,0,3,Senior SWE,12/10,12/16,Junior SWE,10/12,10/13,Senior SWE,1/14,1/19
608,SUNY New Paltz,3.6000000000000023,Masters,Boston,M,1,0,0,2,ML Engineer,6/20,N/A,ML Engineer,2/19,12/19,Data scientist,2/13,2/16
609,Rhode Island School of Design,2.9000000000000012,Bachelors,New York City,N/A,0,1,1,2,Senior SWE,9/11,N/A,Data scientist,10/17,10/19,Data scientist,7/20,9/20
610,Brown University,1.3,Masters,Providence,N/A,1,0,N/A,0,Bus Driver,10/11,N/A,Data scientist,3/19,3/22,Data scientist,12/17,12/22
611,Rhode Island School of Design,3.5000000000000018,Phd,Washington D.C.,N/A,N/A,0,N/A,1,Senior SWE,9/17,9/19,Lawyer,1/11,1/14,Bus Driver,5/10,5/22
612,SUNY Binghamton University,3.400000000000002,Phd,Washington D.C.,N/A,0,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
613,SUNY New Paltz,4.000000000000003,Bachelors,Washington D.C.,M,0,0,0,4,Data scientist,11/13,N/A,Bus Driver,3/10,3/16,Senior SWE,11/21,11/22
614,SUNY New Paltz,1.7000000000000004,Bachelors,Chicago,N/A,0,1,N/A,2,ML Engineer,2/21,2/22,ML Engineer,7/17,7/21,N/A,N/A,N/A
615,Rhode Island School of Design,1.9000000000000006,Bachelors,New York City,N/A,N/A,1,0,4,Bus Driver,11/16,11/20,Data scientist,2/12,2/20,Lawyer,3/19,3/20
616,Bentley University,3.200000000000002,Masters,Providence,M,1,0,0,1,Senior SWE,6/13,6/18,Chef,1/10,1/21,Bus Driver,2/14,2/15
617,SUNY New Paltz,3.700000000000002,Bachelors,Providence,F,N/A,1,0,2,Data scientist,2/17,2/19,Chef,5/10,5/16,Bus Driver,3/14,3/19
618,Brown University,2.1000000000000005,Masters,Los Angeles,F,N/A,0,0,0,Bus Driver,7/21,7/22,Junior SWE,8/15,8/16,Senior SWE,8/23,9/23
619,Providence College,1.6000000000000003,Phd,Providence,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
620,SUNY Binghamton University,3.0000000000000018,Phd,Providence,F,0,1,0,3,Data scientist,4/20,4/21,N/A,N/A,N/A,N/A,N/A,N/A
621,SUNY New Paltz,2.200000000000001,Masters,Chicago,N/A,0,1,1,0,ML Engineer,9/13,9/20,Senior SWE,9/21,10/21,ML Engineer,1/18,1/20
622,Columbia University,3.400000000000002,Bachelors,Los Angeles,M,0,1,0,1,Senior SWE,2/10,2/16,N/A,N/A,N/A,N/A,N/A,N/A
623,Brown University,3.5000000000000018,Masters,Chicago,F,1,1,N/A,4,Chef,8/21,12/21,Junior SWE,11/16,11/20,Bus Driver,8/11,11/11
624,Colgate University,1.8000000000000005,Bachelors,Providence,N/A,1,1,1,4,Bus Driver,3/18,3/21,Lawyer,6/17,6/22,Lawyer,10/20,10/22
625,Columbia University,3.8000000000000025,Phd,Providence,N/A,0,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
626,SUNY Binghamton University,1.4000000000000001,Phd,Miami,M,1,1,N/A,3,ML Engineer,7/19,N/A,ML Engineer,8/12,8/21,N/A,N/A,N/A
627,Bentley University,3.8000000000000025,Bachelors,Los Angeles,N/A,0,0,N/A,0,ML Engineer,8/20,8/22,Chef,10/20,10/21,Data scientist,6/18,6/19
628,Providence College,3.3000000000000016,Masters,Providence,N/A,N/A,1,N/A,0,Senior SWE,2/14,2/17,Chef,9/18,9/22,Junior SWE,8/11,8/18
629,Brown University,3.0000000000000018,Phd,Washington D.C.,F,0,1,0,3,Junior SWE,3/19,3/20,Junior SWE,5/16,5/20,N/A,N/A,N/A
630,Columbia University,3.200000000000002,Masters,Providence,M,N/A,0,0,3,Junior SWE,4/16,4/19,Chef,5/22,7/22,Bus Driver,8/22,11/22
631,Providence College,3.3000000000000016,Masters,Miami,M,1,0,N/A,2,Bus Driver,1/16,1/18,Chef,11/14,11/16,Bus Driver,12/15,12/18
632,Colgate University,1.7000000000000004,Masters,Chicago,M,1,1,0,0,Bus Driver,2/10,N/A,Junior SWE,11/10,11/20,Lawyer,11/23,12/23
633,Bentley University,1.6000000000000003,Masters,Providence,M,N/A,1,N/A,4,ML Engineer,1/13,1/16,Chef,2/20,10/20,Bus Driver,9/11,9/14
634,Bentley University,2.700000000000001,Masters,Providence,N/A,1,1,N/A,4,Chef,8/19,8/22,Senior SWE,3/12,3/19,Data scientist,11/19,12/19
635,Columbia University,1.5000000000000002,Phd,Washington D.C.,M,N/A,1,1,1,Lawyer,10/10,10/21,Bus Driver,4/19,4/21,Bus Driver,1/16,1/19
636,Columbia University,2.3000000000000007,Masters,New York City,N/A,1,0,N/A,1,Senior SWE,11/14,12/14,Data scientist,9/12,9/15,Chef,12/19,1/20
